Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Monumental,https://www.crunchbase.com/organization/monumental-6b94,Active,,"Construction, Robotics, Software","Amsterdam, Noord-Holland, The Netherlands",Monumental automates on-site construction with robotics and software.,"11,493","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,,,,,For Profit,https://www.monumental.co/,,,https://www.linkedin.com/company/monumentalco/about/,Monumental automates on-site construction with robotics and software.,"Hardware, Real Estate, Science and Engineering, Software",2,11-50,"Salar al Khafaji, Sebastiaan Visser",1,Seed,2024-02-15,23200000,EUR,24993132,Seed,23200000,EUR,24993132,Seed,23200000,EUR,24993132,23200000,EUR,24993132,"Northzone, Hummingbird Ventures, Foundamental, Plural, NP-Hard Ventures",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Shuffle,https://www.crunchbase.com/organization/shuffle-7f37,Active,,"Cryptocurrency, Information Technology, Web3","Willemstad, Noord-Brabant, The Netherlands",Shuffle is a cryptocurrency casino and sports betting platform.,"13,151","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2023-02-01,month,,,,,For Profit,https://shuffle.com,https://twitter.com/shufflecom,,https://www.linkedin.com/company/shuffledotcom,Shuffle is a cryptocurrency casino and sports betting platform.,"Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Payments, Software",1,11-50,Noah Dummett,1,Seed,2024-02-25,2500000,USD,2500000,Seed,2500000,USD,2500000,Seed,2500000,USD,2500000,2500000,USD,2500000,"Karatage, Upside, Cypher Capital, Andrew Kang, Baboon.VC",,22,,,,,,,,,,,,,,Private,,,,,,,,,,,
Autoscriber,https://www.crunchbase.com/organization/autoscriber,Active,,"Analytics, Artificial Intelligence (AI), Health Care, Software","Eindhoven, Noord-Brabant, The Netherlands",Autoscriber is enabling human-centric data-driven healthcare through realtime structured clinical note taking and decision support,"13,187","European Union (EU), Europe, Middle East, and Africa (EMEA)",5656AE,$1M to $10M,2021-06-10,day,,,,,For Profit,https://www.autoscriber.com,,,https://www.linkedin.com/company/autoscriber/,"Autoscriber develops AI-powered speech recognition and natural language processing technologies to extract structured data from conversations between physicians and patients. In the context of the healthcare sector, the company aims to solve the most interesting AI challenge of our time: Understanding human conversations. The software effectively places a “digital scribe” in the consultation room that can support the doctor in real time by drafting medical notes, providing relevant insights into the patient’s medical history, analysing patient and population trends and providing real-time decision support and automation. This approach also helps patients to take control of their health journey by enabling them to play back and share information received by the doctor with their loved ones, and to keep track of their symptoms and medications over time.","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",2,11-50,"Jacqueline Kazmaier, Koen Bonenkamp",2,Seed,2023-01-11,1200000,EUR,1291874,Seed,1200000,EUR,1291874,Seed,1200000,EUR,1291874,1200000,EUR,1291874,"LUMO labs, BOM",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Peckish,https://www.crunchbase.com/organization/peckish-b7d6,Active,,"Procurement, Restaurants, Supply Chain Management","Amsterdam, Noord-Holland, The Netherlands",Peckish to improve the restaurant AI and digitalization to address important concerns including labour shortages and rising food costs.,"13,396","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2023-01-01,year,,,,,For Profit,https://iampeckish.com,,,https://www.linkedin.com/company/usepeckish/,"Peckish automate your inventory management, procurement, and supply chain so you can focus on what matters most, delighting your customers","Food and Beverage, Transportation",,1-10,,2,Seed,2025-04-24,800000,EUR,909820,Pre-Seed,800000,EUR,909820,Pre-Seed,1009820,USD,1009820,1009820,USD,1009820,"Antler, Arches Capital, Newland Syndicate, Empower Impact",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
QphoX,https://www.crunchbase.com/organization/qphox,Active,,"Computer, Hardware","Delft, Zuid-Holland, The Netherlands","QphoX builds quantum modem device, connecting quantum computers across a quantum network.","13,455","European Union (EU), Europe, Middle East, and Africa (EMEA)",2628,$1M to $10M,2021-01-01,year,,,,,For Profit,https://www.qphox.eu/,https://twitter.com/qphox_quantum,,https://www.linkedin.com/company/qphox/about/,"QphoX builds quantum modem device, connecting quantum computers across a quantum network.","Consumer Electronics, Hardware",3,11-50,"Frederick Hijazi, Robert Stockill, Simon Groeblacher",3,,2024-01-17,8000000,EUR,8708440,Venture - Series Unknown,8000000,EUR,8708440,Venture - Series Unknown,10000000,EUR,11137284,12500000,EUR,14025788,"Speedinvest, High-Tech Gruenderfonds, European Innovation Council, QDNL Participations, Quantonation",5,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Accel Club,https://www.crunchbase.com/organization/accel-club,Active,,"E-Commerce, E-Commerce Platforms","Amsterdam, Noord-Holland, The Netherlands","Accel Club is a platform that is buying, operating and launching ecommerce businesses.","13,856","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2021-02-01,month,,,,,For Profit,https://accelclub.com,,https://www.facebook.com/accelclub,https://www.linkedin.com/company/accel-club,"Accel Club is a platform that is buying, operating, and launching e-commerce businesses.","Commerce and Shopping, Internet Services",2,51-100,"Max Firsau, Nick Tuzenko",3,Early Stage Venture,2021-11-25,170000000,EUR,190556897,Series A,170000000,EUR,190556897,Series A,170000000,EUR,190556897,170000000,EUR,190556897,"Somersault Ventures, Redseed, Flyer One Ventures, North Wall Capital, Kliwla Family Office",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
LangWatch,https://www.crunchbase.com/organization/langwatch,Active,,"Analytics, Apps, Software","Amsterdam, Noord-Holland, The Netherlands","LLMops, AI evaluations, B2B, AI optimisations, Prompt management, Collaboration","15,027","European Union (EU), Europe, Middle East, and Africa (EMEA)",1016,,2023-11-01,month,,,,,For Profit,https://langwatch.ai/,,,https://www.linkedin.com/company/langwatch/,,"Apps, Data and Analytics, Software",,11-50,,2,Seed,2025-02-25,1000000,EUR,1047674,Pre-Seed,1000000,EUR,1047674,Pre-Seed,1100000,EUR,1158040,1100000,EUR,1158040,"Antler, Volta Ventures, Passion Capital",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Tibo Energy,https://www.crunchbase.com/organization/tibo-energy,Active,,"Energy, Sustainability","Eindhoven, Noord-Brabant, The Netherlands","SaaS, EMS","15,291","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2022-01-01,year,,,,,For Profit,https://tibo.energy,,,https://www.linkedin.com/company/tibo-energy,"Tibo Energy aims to simplify the complexity of fragmented energy solutions. By leveraging advanced AI and machine learning, we solve grid congestion and optimize energy usage. Our EMS software dynamically manages energy flows, ensuring efficiency, cost savings, and increased use of renewable energy sources - helping businesses achieve their sustainability goals with ease.","Energy, Sustainability",,11-50,,1,Seed,2024-01-10,3000000,EUR,3292235,Seed,3000000,EUR,3292235,Seed,3000000,EUR,3292235,3000000,EUR,3292235,"Speedinvest, SET Ventures",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
indē wild,https://www.crunchbase.com/organization/indewild,Active,,"Beauty, Cosmetics, E-Commerce","Amsterdam, Noord-Holland, The Netherlands",Indē Wild is a beauty brand that integrates Ayurvedic traditions with modern science to create skincare and haircare products.,"15,753","European Union (EU), Europe, Middle East, and Africa (EMEA)",1016,$1M to $10M,2021-01-01,year,,,,,For Profit,https://www.indewild.com/,,,https://www.linkedin.com/company/ind%C4%93-wild,"Indē Wild is a beauty brand that integrates Ayurvedic traditions with modern science to create skincare and haircare products. Its product range includes serums, hair oils, and scalp treatments formulated with plant-based extracts and clinically tested actives. The company focuses on holistic beauty, addressing skin and hair health through a combination of traditional remedies and scientific innovation. Indē Wild distributes its products globally, catering to diverse skincare and haircare needs.","Commerce and Shopping, Consumer Goods",2,11-50,"Diipa Büller-Khosla, Oleg Büller-Khosla",2,Seed,2025-03-07,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,8000000,USD,8000000,8000000,USD,8000000,"True., Unilever Ventures, SoGal Ventures, Tess Ventures",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
NoPalm-Ingredients,https://www.crunchbase.com/organization/nopalm-ingredients,Active,,"Food Processing, Recycling, Sustainability","Ede, Gelderland, The Netherlands",NoPalm Ingredients produces sustainable microbial oils to replace the use of palm- and other tropical oils in food and cosmetics.,"15,835","European Union (EU), Europe, Middle East, and Africa (EMEA)",6718 ZB,$10M to $50M,2021-06-09,day,,,,,For Profit,https://www.nopalm-ingredients.com,,https://www.facebook.com/NoPalmIngredients,https://www.linkedin.com/company/nopalm-ingredients,"NoPalm Ingredients creates environmentally friendly microbial oils to substitute palm and other tropical oils in food, cosmetics, and detergents. The oil is produced in a sustainable, cyclical, and environmentally beneficial manner by fermenting sidestreams.","Food and Beverage, Sustainability",2,11-50,"Jeroen Hugenholtz, Lars Langhout",6,Seed,2024-07-24,5000000,EUR,5418962,Seed,5000000,EUR,5418962,Seed,6000000,EUR,6551813,8500000,EUR,9276371,"Future Food Fund, Rubio Impact Ventures, OostNL, EIT Food, EIC Accelerator",5,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Hadrian,https://www.crunchbase.com/organization/hadrian-d5fa,Active,,"Cyber Security, Network Security, Risk Management","Amsterdam, Noord-Holland, The Netherlands",Hadrian is a digital security company that provides clients with insights to understand the risks and prioritize security resources.,"16,145","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-08-01,month,,,,,For Profit,https://hadrian.io/,https://twitter.com/hadriansecurity,,https://www.linkedin.com/company/hadriansecurity,"Hadrian’s digital security model focuses on automated event-based scanning. The company's approach maps vulnerabilities in an organization's entire attack surface infrastructure, and provides the critical insights to fortify them.  Hadrian is developed by a team of hackers, their approach to digital security allows for continuous security validation, running tests on 1000s of digital assets. Hadrian was established in 2021 by Maurice Clin and Rogier Fischer in Amsterdamnm Noord-Holland.","Information Technology, Privacy and Security, Professional Services",4,51-100,"Maurice Clin, Olivier Beg, Rogier Fischer, Tijl van Vliet",3,,2023-01-25,,,,Venture - Series Unknown,,,,Venture - Series Unknown,13000000,EUR,13925544,13000000,EUR,13925544,"Village Global, HV Capital, Picus Capital, ABN AMRO Ventures, Slimmer AI",3,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Billy Grace,https://www.crunchbase.com/organization/billy-grace-d9df,Active,,"Analytics, Artificial Intelligence (AI), Machine Learning, Marketing","Amsterdam, Noord-Holland, The Netherlands","Billy Grace offers analytics, automation, creative solutions, artificial intelligence, and machine learning solutions for marketing.","17,484","European Union (EU), Europe, Middle East, and Africa (EMEA)",1017RG,$10M to $50M,2021-01-01,year,,,,,For Profit,https://www.billygrace.com/,,,https://www.linkedin.com/company/billygrace/,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",,11-50,,2,Seed,2025-03-17,3000000,EUR,3263970,Seed,3000000,EUR,3263970,Seed,5300000,EUR,5826299,5300000,EUR,5826299,"Fortino Capital, David Wyler, Quintin Schevernels, David Vermeulen, Floris Rost van Tonningen",1,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Moonwatt,https://www.crunchbase.com/organization/moonwatt,Active,,"Clean Energy, CleanTech, Energy","Diemen, Noord-Holland, The Netherlands",Moonwatt solves problems of the energy transition through innovative energy products hardware and software.,"17,546","European Union (EU), Europe, Middle East, and Africa (EMEA)",1112,,2024-01-01,year,,,,,For Profit,https://www.moonwatt.com/,,,https://www.linkedin.com/company/moonwatt/about/,Moonwatt solves problems of the energy transition through innovative energy products hardware and software.,"Energy, Sustainability",1,1-10,Guillaume Mancini,1,Seed,2025-03-03,8000000,EUR,8388444,Seed,8000000,EUR,8388444,Seed,8000000,EUR,8388444,8000000,EUR,8388444,"Daphni, Kima Ventures, AFI Ventures, LEA Partners, Founders Future",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Sprinque,https://www.crunchbase.com/organization/sprinque,Active,,"B2B, E-Commerce, Marketplace, Payments","Amsterdam, Noord-Holland, The Netherlands",Sprinque offers a B2B checkout platform for merchants and marketplaces.,"17,831","European Union (EU), Europe, Middle East, and Africa (EMEA)",1076 EE,$1B to $10B,2021-01-01,year,,,,,For Profit,https://www.sprinque.com,https://twitter.com/Sprinque,,https://www.linkedin.com/company/sprinque/,"Sprinque offers a B2B checkout platform for merchants and marketplaces. Its platform enables merchants and marketplaces to offer pay-by-invoice with net payment terms to online buyers without adding risk or increasing operational overhead. Juan Espinosa, Manoj Tutika, and Mark Holleman founded the Amsterdam-based company in 2021.","Commerce and Shopping, Financial Services, Other, Payments",3,11-50,"Juan Espinosa, Manoj Tutika, Mark Holleman",4,Seed,2023-06-06,20000000,EUR,21394951,Debt Financing,6000000,EUR,6497817,Seed,7800000,EUR,8627411,27800000,EUR,30022362,"Antler, Triton Capital, Volta Ventures, Connect Ventures, Seed X Liechtenstein AG",5,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
DOPS Recycling Technologies,https://www.crunchbase.com/organization/dops-recycling-technologies,Active,,"Environmental Consulting, Recycling, Service Industry","Beverwijk, Noord-Holland, The Netherlands",DOPS Recycling Technologies is developing a circular technology for converting complex waste flows into raw materials for new products.,"18,566","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,,,,,For Profit,https://dops-rt.com,,,https://www.linkedin.com/company/dops-recycling-technologies/,DOPS Recycling Technologies is developing a circular technology for converting complex waste flows into raw materials for new products.,"Other, Professional Services, Sustainability",,1-10,,2,Seed,2025-03-27,5000000,EUR,5392493,Seed,5000000,EUR,5392493,Seed,5000000,EUR,5392493,5300000,EUR,5686172,"Init Power, Alphatron Group B.V., Rotterdam Energy Transition Fund, Innovatiefonds Noord-Holland, ROM InWest",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Carv.com,https://www.crunchbase.com/organization/carv-com,Active,,"Artificial Intelligence (AI), Recruiting, SaaS, Software","Amsterdam, Noord-Holland, The Netherlands",Carv’s is to reshape the talent acquisition space by enabling true recruiter-AI collaboration.,"19,037","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-12-27,day,,,,,For Profit,https://www.carv.com/,,,https://www.linkedin.com/company/carv-com/,"Carv’s mission is to reshape the talent acquisition space by enabling true recruiter-AI collaboration. Carv’s platform reimagines a recruiter’s day-to-day work, bringing admin down to zero and empowering recruiters to focus on human-centric activities. At its core, Carv’s AI automates interview- and intake-related admin tasks, paving the way for all-encompassing autonomous recruitment solutions.","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",3,11-50,"Barend Raaff, Jeffrey Hoegen, Matthijs Metzemaekers",2,Seed,2024-06-04,10000000,USD,10000000,Seed,10000000,USD,10000000,Seed,10000000,USD,10000000,10000000,USD,10000000,"Global Founders Capital, Bas Godska",,2,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
