Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Faume,https://www.crunchbase.com/organization/faume,Active,,E-Commerce,"Paris, Ile-de-France, France",Faume provides a white label technological and logistics solution to brands wishing to launch their second-hand offer.,"2,319","European Union (EU), Europe, Middle East, and Africa (EMEA)",75009,$1M to $10M,2019-01-01,year,,,,,For Profit,https://www.faume.co/,,,https://fr.linkedin.com/company/faume,"Faume's technology and logistics platform offers a complete white label solution from start to finish for businesses looking to take over this market from current competitors. Faume helps brands to reach out to new customers and strengthen existing ones, all while adopting more sustainable circular business practices.",Commerce and Shopping,1,11-50,Aymeric Déchin,3,Early Stage Venture,2025-04-10,8000000,EUR,8866830,Series A,8000000,EUR,8866830,Series A,15000000,EUR,16262295,15000000,EUR,16262295,"Bpifrance, Amundi, Daphni, Kima Ventures, Bpifrance Digital Venture",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Poppins,https://www.crunchbase.com/organization/mila-79ab,Active,,"EdTech, Health Care, Software","Paris, Ile-de-France, France",We digitize music therapy into engaging products for accessible technologies.,"2,528","European Union (EU), Europe, Middle East, and Africa (EMEA)",75002,$1M to $10M,2018-12-17,day,,,,,For Profit,https://www.poppins.io/,,https://www.facebook.com/wearepoppins,https://www.linkedin.com/company/wearepoppins/,"Poppins merges music, technology, and neuroscience to reshape therapy into a musical experience.  We create musical games for children based on neurologic music therapy methods. These games are designed to address learning dissabilities like dyslexia, providing a digital treatment at home and helping identify these conditions. Behind these games, we leverage data science and new technologies to interpret learning, language, and motor performance into a cognitive score. Our goal is to improve the process for patients receiving treatment and to reaching the vast undiagnosed majority.","Education, Health Care, Software",3,11-50,"Amine Marouf, Antoine Yuen, Francois Vonthron",4,,2025-04-24,5000000,EUR,5676161,Venture - Series Unknown,5000000,EUR,5676161,Venture - Series Unknown,18986960,USD,18986960,18986960,USD,18986960,"Bpifrance, Techstars, Kurma Partners, Verve Ventures, Eurazeo",5,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Outsight,https://www.crunchbase.com/organization/dibotics,Active,,"Artificial Intelligence (AI), Logistics, Physical Security, PropTech, Retail Technology, Service Industry, Smart Cities, Transportation","Paris, Ile-de-France, France","Our Spatial AI solutions track and digitizes the motion of People and Vehicles using 3D LiDAR data, for Large Infrastructure Operators","3,887","European Union (EU), Europe, Middle East, and Africa (EMEA)",75006,Less than $1M,2019-04-01,month,,,,,For Profit,https://www.outsight.ai,https://twitter.com/outsight_tech,,https://www.linkedin.com/company/outsight/,"Outsight’s Spatial AI solutions track and digitizes the motion of People and Vehicles using 3D LiDAR data.  Operators of transportation hubs like airports, train stations but also sport venues, road infrastructures and industrial sites get access to accurate and anonymous Spatial Intelligence data, in order to improve operations, deliver brilliant visitors' experiences and increase security and safety.","Administrative Services, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Other, Privacy and Security, Real Estate, Science and Engineering, Software, Transportation",2,51-100,"Cedric Hutchings, Raul Bravo",2,Early Stage Venture,2022-10-20,22500000,EUR,22001705,Series B,22500000,EUR,22001705,Series B,40500000,EUR,42270423,40500000,EUR,42270423,"Bpifrance, BNP Paribas, Forvia, Energy Innovation Capital, Demeter Partners",3,8,,,,,,,,,,,,,,Private,,,,,,,,,,,2
Sweep,https://www.crunchbase.com/organization/sweep-d5fc,Active,,"Environmental Engineering, Genetics, GreenTech, Software, Sustainability","Montpellier, Languedoc-Roussillon, France",Sweep is a software company developing software for businesses to reduce their carbon emissions.,"4,555","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2020-01-01,year,,,,,For Profit,https://www.sweep.net,https://twitter.com/SweepThePlanet,https://www.facebook.com/sweeptheplanet,https://www.linkedin.com/company/sweeptheplanet,"Sweep is a software platform that helps companies understand, manage and reduce their carbon emissions across their entire business and value chain. The company was founded in 2020 and is based in Montpellier, France.","Biotechnology, Health Care, Science and Engineering, Software, Sustainability",4,101-250,"Nicolas Raspal, Rachel Delacour, Raphael Güller, Yannick Chaze",3,Early Stage Venture,2022-04-04,66500000,EUR,72984449,Series B,66500000,EUR,72984449,Series B,99936764,USD,99936764,99936764,USD,99936764,"Coatue, Balderton Capital, New Wave (VC), La Famiglia, Future Shape",5,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Gleamer,https://www.crunchbase.com/organization/gleamer,Active,,"Artificial Intelligence (AI), Software","Paris, Ile-de-France, France",Gleamer develops medical grade AI for Radiology,"5,323","European Union (EU), Europe, Middle East, and Africa (EMEA)",75010,$10M to $50M,2017-12-01,month,,,,,For Profit,http://www.gleamer.ai/,https://twitter.com/gleamer_ai,https://www.facebook.com/GleamerAI,https://www.linkedin.com/company/gleamer/,GLEAMER develops a suite of AI solutions for Radiology that encapsulate medical-grade expertise. The company wants to support imaging users to secure diagnoses for all patients at all times while improving efficiency. GLEAMER’s AI Companions are directly integrated into the users’ usual reading environment and act as an automated and transparent second reading to improve diagnostic accuracy in X-ray imaging. GLEAMER’s solutions are currently being used across 13 countries in more than 300 institutions.,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,51-100,"Alexis Ducarouge, Christian Allouche, Nor-Eddine Regnard",5,Early Stage Venture,2024-12-04,4500000,EUR,4730518,Grant,27000000,EUR,29471189,Series B,39991231,USD,39991231,44721749,USD,44721749,"Bpifrance, XAnge, Supernova Invest, Kima Ventures, Heal Capital",4,15,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Reelevant,https://www.crunchbase.com/organization/reelevant,Active,,"Analytics, Content Marketing, Digital Marketing, Email Marketing, Marketing Automation, Personalization, Real Time, SaaS, Software","Paris, Ile-de-France, France",Unlock moments to reconnect brands to people.Hyper-personalized customer experience solution that reconnects brands with their customers.,"5,520","European Union (EU), Europe, Middle East, and Africa (EMEA)",75002,Less than $1M,2017-09-01,month,,,,,For Profit,https://www.reelevant.com,https://twitter.com/reelevantapp,,https://www.linkedin.com/company/reelevant,"Reelevant is the hyper-personalized customer experience solution that reconnects brands with their customers.  We help brands dominate the last mile of the customer experience, where it all comes down to it. We trigger memorable brand moments while maximizing CLTV. To achieve this, we translate data into relevant content, created and synchronized in real time according to each customer's moment in life, at scale and across all digital touchpoints. Founded in 2016, Reelevant supports numerous customers including Carrefour, Décathlon, L'Oréal, Sandro, La FDJ, Engie, Leroy Merlin, Zadig&Voltaire.","Commerce and Shopping, Data and Analytics, Other, Sales and Marketing, Software",2,11-50,"Anaïs Demaison, Vincent Martinet",3,Early Stage Venture,2025-04-29,6000000,EUR,6836516,Series A,6000000,EUR,6836516,Series A,6900000,EUR,7862538,6900000,EUR,7862538,"XAnge, Seventure Partners, Kima Ventures, GO CAPITAL, Nathalie Balla",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,3
AZmed,https://www.crunchbase.com/organization/azmed,Active,,"Artificial Intelligence (AI), CRM, Health Care, Medical, Software","Paris, Ile-de-France, France",AZmed is a Medtech startup that offers innovative solutions to optimize healthcare specialists’ workflow by using AI.,"6,108","European Union (EU), Europe, Middle East, and Africa (EMEA)",75002,Less than $1M,2018-01-01,year,,,,,For Profit,http://www.azmed.co,https://twitter.com/azmed_ai,https://www.facebook.com/azmedco,https://www.linkedin.com/company/azmed-co,"AZmed automates fracture X-ray diagnostics, helping doctors to save time and dedicate resources to life-threatening exams. Deep learning technologies as developed by AZmed are fully integrated into doctors’ workflow, making it easy to use, without requiring any change in their work habits. AZmed differentiates by focusing on low-level exams, to allow doctors to improve daily productivity optimize their workflows and have time to focus on life-threatening exams.","Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Sales and Marketing, Science and Engineering, Software",3,51-100,"Alexandre Attia, Elie Zerbib-Attal, Julien Vidal",4,Early Stage Venture,2024-02-20,15000000,EUR,16214849,Series A,15000000,EUR,16214849,Series A,21163698,USD,21163698,21163698,USD,21163698,"Techstars, Future Investment Initiative Institute, Teampact ventures, Maison Worms",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,2
Fairly Made,https://www.crunchbase.com/organization/fairly-made,Active,,"B2B, Environmental Consulting, Fashion, Sustainability","Paris, Ile-de-France, France",Fairly Made is an environmentally friendly fashion provider dedicated to helping brands create a transparent procurement model.,"6,120","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2018-01-01,year,,,,,For Profit,https://www.fairlymade.com/,,,https://www.linkedin.com/company/fairly-made/?originalSubdomain=fr,"Fairly Made assesses your products' environmental and social effect so you can make improvements and guarantee CSR is at the heart of your success. The company provides you with a worldwide view of your products' influence, allowing you to drive change.","Clothing and Apparel, Design, Other, Professional Services, Sustainability",2,51-100,"Camille Gal, Laure Betsch",2,Early Stage Venture,2025-04-03,15000000,EUR,16362827,Series A,15000000,EUR,16362827,Series A,20000000,EUR,21218554,20000000,EUR,21218554,"ETF Partners, Frenchfounders, Green European Tech Fund, BNP Paribas Solar Impulse Venture fund, LeFonds by FrenchFounders",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Upway,https://www.crunchbase.com/organization/upway,Active,,E-Commerce,"Gennevilliers, Ile-de-France, France",Upway is building Europe's leading marketplace for reconditioned e-bikes.,"6,178","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2019-01-01,year,,,,,For Profit,https://upway.fr/,https://twitter.com/UpwayShop,https://www.facebook.com/Upwayshop,https://www.linkedin.com/company/shopupway,"The electric bikes offered by Upway go through a 20-point inspection and professional reconditioning. Upway allows users to get an affordable electric bike, delivered straight to your home, with a one year warranty.  Upway was established in 2019 by Stephane Ficaja and Toussaint Wattinne in Gennevilliers, Ile-de-France.",Commerce and Shopping,2,101-250,"Stephane Ficaja, Toussaint Wattinne",3,Early Stage Venture,2023-11-16,27600000,EUR,29954840,Series B,27600000,EUR,29954840,Series B,60601438,USD,60601438,60601438,USD,60601438,"Sequoia Capital, Global Founders Capital, SignalRank, Korelya Capital, Transition",3,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Via Sana,https://www.crunchbase.com/organization/via-sana-a0b1,Active,,"Health Care, Wellness","Paris, Ile-de-France, France",Via Sana provides healthcare workers with a fresh coworking environment as well as gorgeous and fully-furnished private offices.,"6,934","European Union (EU), Europe, Middle East, and Africa (EMEA)",75016,Less than $1M,2020-01-01,year,,,,,For Profit,http://www.centreviasana.com,,,https://www.linkedin.com/company/via-sana,Via Sana provides healthcare workers with a fresh coworking environment as well as gorgeous and fully-furnished private offices.,Health Care,,51-100,,3,Early Stage Venture,2025-04-29,,,,Debt Financing,16000000,EUR,18252797,Series A,22000000,EUR,24661677,22000000,EUR,24661677,"360 Capital, ISALT, Sacha Bostoni",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Kiln,https://www.crunchbase.com/organization/kiln-60d9,Active,,"Blockchain, Cryptocurrency","Paris, Ile-de-France, France",Kiln creates an enterprise-level pledge platform and provides one-click pledge services for encrypted assets.,"8,126","European Union (EU), Europe, Middle East, and Africa (EMEA)",75009,,2018-01-01,year,,,,,For Profit,https://www.kiln.fi/,https://twitter.com/Kiln_finance,,https://www.linkedin.com/company/kiln-fi,"Kiln creates an enterprise-level pledge platform and provides one-click pledge services for encrypted assets. It develops validator-independent APIs and services to enable multi-provider staking. Digital assets can be staked wherever they are held, including wallets, custodians, and exchanges. As the industry evolves and the need to integrate multiple stakeholder players becomes apparent, Kiln is in an excellent position to act as an aggregator and accelerate it.  The company was founded in 2018 and is based in Paris, France.","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",3,101-250,"Ernest Oppetit, Laszlo Szabo, Thomas de Phuoc",4,Early Stage Venture,2024-01-18,17000000,USD,17000000,Series A,17000000,USD,17000000,Series A,39583891,USD,39583891,39583891,USD,39583891,"Illuminate Financial, ConsenSys, BlueYard Capital, Alven, Kima Ventures",2,21,,,,,,,,,,,,,,Private,,,,,,,,,,,
Evera,https://www.crunchbase.com/organization/riskee,Active,,"Financial Services, Insurance, Online Portals, Quality Assurance","Toulouse, Midi-Pyrenees, France","Evera, making electric mobility (EV) evident and accessible for everyone.","8,460","European Union (EU), Europe, Middle East, and Africa (EMEA)",31000,Less than $1M,2020-01-01,year,,,,,For Profit,https://www.evera.co,,,https://www.linkedin.com/company/everaofficiel/,,"Financial Services, Internet Services, Professional Services",2,11-50,"Dorian Jorry, Quentin Fabre",2,Seed,2025-03-17,2000000,EUR,2175980,Seed,2000000,EUR,2175980,Seed,4200000,EUR,4329625,4200000,EUR,4329625,"MCAPITAL, Newfund, astorya.vc, Baltis, Groupe Magellim",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
BeReal.,https://www.crunchbase.com/organization/bereal,Active,,"Apps, Mobile Apps, Photo Sharing, Social Media, Software","Paris, Ile-de-France, France",BeReal. is a social media app where users share unfiltered photos at random times to capture authentic moments in their daily lives.,"8,474","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2020-01-01,year,2024-06-11,day,,,For Profit,https://bereal.com,https://twitter.com/bereal_app,https://www.facebook.com/BeRealApp,https://www.linkedin.com/company/bereal-app,BeReal. enables users to spontaneously post photos of their daily lives with their pals. Everyone receives a simultaneous notification each day at a different time to take and share a photo within two minutes.,"Apps, Content and Publishing, Internet Services, Media and Entertainment, Mobile, Software",2,51-100,"Alexis Barreyat, Kévin Perreau",3,M&A,2022-10-20,60000000,USD,60000000,Series B,60000000,USD,60000000,Series B,90000000,USD,90000000,90000000,USD,90000000,"Andreessen Horowitz, Accel, Coatue, DST Global, Adjacent",3,6,,Was Acquired,BeReal. acquired by Voodoo,https://www.crunchbase.com/acquisition/voodoo-e334-acquires-bereal--6c6cb401,Voodoo,https://www.crunchbase.com/organization/voodoo-e334,2024-06-11,day,500000000,EUR,537003285,Acquisition,,Private,,,,,,,,,,,
