Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Gropyus,https://www.crunchbase.com/organization/gropyus,Active,,"Construction, Green Building, Real Estate, Residential, Smart Building, Software","Vienna, Wien, Austria",Creating sustainable living for everyone.,"13,865","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$100M to $500M,2019-07-01,month,,,,,For Profit,https://gropyus.com/,,,https://www.linkedin.com/company/gropyus/about/,We design buildings as continuously evolving products to create the most exciting and affordable experience for all. We build for people and conserve the resources of our planet.,"Real Estate, Software, Sustainability",4,251-500,"Bernd Oswald, Harald Mahrer, Markus Fuhrmann, Philipp Erler",6,,2024-10-07,100000000,EUR,109742982,Venture - Series Unknown,100000000,EUR,109742982,Venture - Series Unknown,230000000,EUR,250506124,270000000,EUR,293952933,"European Investment Bank, Manta Ray Ventures, ICLUB VC, Practical Venture Capital, Saxovent",4,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ribbon Biolabs,https://www.crunchbase.com/organization/ribbon-biolabs,Active,,Biotechnology,"Vienna, Wien, Austria",Ribbon Biolabs defines new standards for molecular biology by applying innovative methods for DNA synthesis.,"14,511","European Union (EU), Europe, Middle East, and Africa (EMEA)",1110,$1M to $10M,2018-01-01,year,,,,,For Profit,http://www.ribbonbiolabs.com/,https://twitter.com/ribbonbiolabs/,,https://www.linkedin.com/company/ribbon-biolabs,Ribbon Biolabs defines new standards for molecular biology by applying innovative methods for DNA synthesis.,"Biotechnology, Science and Engineering",2,11-50,"Harold P. de Vladar, Wladimir Labeikovsky",2,Early Stage Venture,2022-01-31,18000000,EUR,20212909,Series A,18000000,EUR,20212909,Series A,18000000,EUR,20212909,18000000,EUR,20212909,"Hadean Ventures, Lansdowne Partners, xista science ventures, tecnet equity, Helicase Venture",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
aTension.life,https://www.crunchbase.com/organization/atension-life,Active,,"Biotechnology, Health Care, Health Diagnostics, Medical, Pharmaceutical","Osterreicher, Steiermark, Austria",aTension.life is a company focused on advancing the diagnosis and treatment of hypertension through precision medicine.,"15,164","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2024-01-01,year,,,,,For Profit,https://www.atension.life/#,,,https://www.linkedin.com/company/atension-life,"aTension.life is a company focused on advancing the diagnosis and treatment of hypertension through precision medicine. It employs cutting-edge mass spectrometry technology to identify the underlying causes of uncontrolled hypertension using a single blood sample. aTension.life aims to provide personalized diagnostic solutions that enhance patient care and support laboratories with accurate and reliable tools. The company's mission is to improve the quality of life for hypertensive patients by making advanced diagnostics widely accessible and enabling more effective, individualized therapies.","Biotechnology, Health Care, Science and Engineering",1,11-50,Bernhard Klemen,1,Seed,2025-04-10,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,3000000,USD,3000000,3000000,USD,3000000,"eQventure, VP Venture Partners, Wlanholding GmbH",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Blockpit,https://www.crunchbase.com/organization/blockpit,Active,,"Accounting, Blockchain, Cryptocurrency, FinTech, Personal Finance, Software","Linz, Oberosterreich, Austria",Blockpit is offering crypto-tax and -accounting solutions for consumer and enterprise business.,"15,497","European Union (EU), Europe, Middle East, and Africa (EMEA)",4020,$1M to $10M,2017-08-28,day,,,,,For Profit,https://blockpit.io,https://twitter.com/blockpit_io,https://www.facebook.com/blockpit.io,https://www.linkedin.com/company/blockpit,"Blockpit has developed a cross-platform monitoring solution that is intended for both companies and private crypto currency traders. This enables a clear calculation of the taxable crypto income and an acceptance of the tax return by tax consultants. Crypto traders are often unaware of taxes on profits. Regular trading makes it difficult to keep track of the individual trades. This is mainly because every single transaction, including the exchange within crypto currencies, must be valued as a taxable event. If the tax office requests a declaration or proof, it will be difficult to provide this afterwards.   This is where Blockpit's software solution can help. The monitoring platform automatically records all sources of income and creates a clear log. Every single transaction is imported and guarantees a daily documentation of all trades. In addition, the user receives an overview of the development of his portfolio and information on taxable profits and speculation periods.","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Professional Services, Software",7,11-50,"Florian Wimmer, Gerd Karlhuber, Gert Weidinger, Magnus Berchtold, Mathias Maier, Patric Stadlbauer, Vladimir Tosovic",4,,2025-03-18,,,,Venture - Series Unknown,,,,Venture - Series Unknown,10900000,EUR,12693945,10900000,EUR,12693945,"Fabric Ventures, Tioga Capital Partners, Middlegame Ventures, Elevator Ventures, Force Over Mass Capital",3,9,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,1
Revo Foods,https://www.crunchbase.com/organization/revo-foods,Active,,"Food and Beverage, Food Processing, Organic Food","Vienna, Wien, Austria",Revo Foods produces seafood products made of plants that is better for your health AND the environment.,"16,275","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-01-01,year,,,,,For Profit,https://revo-foods.com/,https://twitter.com/RevoFoods?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/RevoFoodsOfficial/,https://www.linkedin.com/company/revofoods/,"Revo Foods creates plant-based seafood with no compromises in taste or nutrition. With the development of high-precision 3D Food Printing technology, it is making food production more sustainable. The company was established in 2020 and is headquartered in Vienna, Austria.",Food and Beverage,3,11-50,"Manuel Lachmayr, Robin Simsa, Theresa Rothenbücher",2,Seed,2022-05-05,2500000,EUR,2634918,Grant,1500000,EUR,1786782,Seed,1500000,EUR,1786782,4000000,EUR,4421700,"Vienna Business Agency, The Austrian Research Promotion Agency (FFG), Jens Schumann, Friends2Grow, Hazelpond Capital",,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
fynk,https://www.crunchbase.com/organization/fynk,Active,,"Artificial Intelligence (AI), Legal Tech, Software","Vienna, Wien, Austria",Fynk is a contract management software that simplifies contract workflows for teams.,"17,773","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2022-04-22,day,,,,,For Profit,http://www.fynk.com,,https://www.facebook.com/fynkcom,https://www.linkedin.com/company/fynkcom,"Fynk provides contract management software that streamlines the processes of importing, drafting, reviewing, and analyzing contracts. The platform utilizes AI technology to enhance contract analysis and offers extensive integrations with existing tools. This solution helps sales teams improve efficiency and reduce time spent on contract management tasks.","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",3,11-50,"Constantin Wintoniak, Dominik Hackl, Markus Presle",3,Seed,2024-10-02,3100000,EUR,3424415,Seed,3100000,EUR,3424415,Seed,4350000,EUR,4776152,4350000,EUR,4776152,"10x Founders, 3VC, The Austrian Research Promotion Agency (FFG), Johann ""Hansi"" Hansmann, Andreas Burike",2,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
Graph Therapeutics,https://www.crunchbase.com/organization/graph-therapeutics,Active,,Biotechnology,"Klosterneuburg, Niederosterreich, Austria",precision-immunology techbio,"18,023","European Union (EU), Europe, Middle East, and Africa (EMEA)",3400,,2024-08-01,month,,,,,For Profit,https://graphtx.com,,,,"Graph is a precision immunology techbio that leverages perturbation modeling from primary patient cell samples combined with multi-omics data to deliver transformative targeted therapies and biomarkers for immune-driven diseases. Graph believes that due to an incomplete understanding of complex immune-mediated diseases, millions of people are left without adequate treatment options - and AI trained with complex disease data can solve this.","Biotechnology, Science and Engineering",4,1-10,"Berend Snijder, Gregory Vladimer, Robert Sehlke, Yannic Severin",2,Seed,2025-01-09,3100000,USD,3100000,Pre-Seed,3100000,USD,3100000,Pre-Seed,4385000,USD,4385000,4385000,USD,4385000,"SquareOne Venture Capital, Merantix Capital, Mehdi Ghissassi, NAVEC Investment Management",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Viora - visible through confidence,https://www.crunchbase.com/organization/ada-growth,Active,,"EdTech, Enterprise Software, Human Resources, Mobile Apps, Social Impact, Software","Vienna, Wien, Austria","With Viora, the micro-learning app, you can close the Gender Confidence Gap and attract, retain, and grow female employees.","18,291","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-11-01,month,,,,,For Profit,https://viora.com/,,,https://www.linkedin.com/company/vioraapp,"Attract, retain & grow female talent in your organization. Visible through confidence. The development tool for organizations, to empower talents and to close the confidence gap. Daily Confidence Boost in Every Woman’s Pocket. For users: Ever feel unsure about how to showcase your strengths? Viora delivers daily two-minute expert tips that are easy to apply in your everyday life. This app helps you build confidence, close the gender confidence gap, and make your personal success visible. Why Viora? Daily Microlearning Videos: Quick, snackable content you can consume in just two minutes – perfect for your busy schedule. Personalized Content: Tailored videos and advice that are customized to your unique challenges and goals. Individual Weekly Plan: Work on building your confidence and visibility – taking steady steps toward your personal and professional objectives. Track Your Progress: Keep tabs on your growth and celebrate each milestone you achieve. Review & Deepen: Reinforce what you’ve learned with mini quizzes and share valuable insights with friends and colleagues. Viora Library: Save and rewatch your favorite videos. Bonus content is always available when you're ready for even more tips! Start your journey toward greater confidence and visible success today!","Administrative Services, Apps, Education, Mobile, Other, Social Impact, Software",2,1-10,"Kosima Kovar, Matthew Ziebarth",3,Seed,2023-07-24,,,,Seed,,,,Seed,1100000,EUR,1225084,1100000,EUR,1225084,"Fund F, Calm/Storm Ventures, Johann ""Hansi"" Hansmann, Hansmen Group, Alfred Luger",,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
Storyblok,https://www.crunchbase.com/organization/storyblok-gmbh,Active,,"CMS, IaaS, Information Technology, Internet, PaaS, Software, Web Design, Web Development, Web Hosting","Linz, Oberosterreich, Austria",Storyblok is a content management system that specializes in the management of content experiences.,"18,587","European Union (EU), Europe, Middle East, and Africa (EMEA)",4020,$100M to $500M,2017-09-01,month,,,,,For Profit,https://www.storyblok.com,https://twitter.com/storyblok,https://www.facebook.com/storyblok,https://www.linkedin.com/company/17989065/,Storyblok says its CMS provides ‘highly customizable content blocks and visual editing tools’ in n contrast to other headless CMS solutions which are flexible for developers but might be less so for actual editors to edit.,"Design, Information Technology, Internet Services, Software",2,251-500,"Alexander Feiglstorfer, Dominik Angerer",5,Late Stage Venture,2024-06-04,73600000,EUR,80089317,Series C,73600000,EUR,80089317,Series C,138089317,USD,138089317,138089317,USD,138089317,"HV Capital, 3VC, Firstminute Capital, Founders Factory, Mubadala Capital Ventures",4,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Monkee,https://www.crunchbase.com/organization/monkee,Active,,"Apps, Financial Services, FinTech, Loyalty Programs, Mobile Apps, Personal Finance, Retail Technology","Innsbruck, Tirol, Austria",Monkee is a Save Now Buy Later platform that helps consumers purchase without debt & enables retailers to monetize early purchase intent.,"19,599","European Union (EU), Europe, Middle East, and Africa (EMEA)",6020,$1M to $10M,2018-01-01,year,,,,,For Profit,http://www.monkee.rocks,https://twitter.com/Monkeerocks,https://www.facebook.com/monkee.rocks/,https://www.linkedin.com/company/monkee-rocks,"Monkee is building the infrastructure for the next generation of commerce through Save Now Buy Later (SNBL) — an alternative to debt-based purchasing models like BNPL. The platform empowers consumers to save purposefully toward meaningful purchases, while enabling brands and retailers to engage the 1 in 3 consumers who want to buy, but refuse to use credit. With over 140,000 users, €230M+ in savings goals, and 600+ retail partners, Monkee turns early intent into action — driving loyalty, conversion, and incremental revenue without financial risk. After validating its model in B2C, Monkee is now scaling through embedded SNBL integrations at the point of intent across e-commerce and physical retail. Monkee aims to establish 'Save now Buy Later' as a responsible alternative to 'Buy now Pay later'. The company was founded in Austria. The app was launched in the kick-off markets Germany and Austria.","Apps, Commerce and Shopping, Financial Services, Hardware, Mobile, Sales and Marketing, Software",3,11-50,"Christian Schneider, Jean-Yves Bitterlich, Martin Granig",10,Seed,2025-03-02,280000,EUR,291542,Seed,280000,EUR,291542,Seed,2812725,USD,2812725,3520730,USD,3520730,"Startup Wise Guys, The Austrian Research Promotion Agency (FFG), austria Wirtschaftsservice (aws), European Super Angels Club, Vereinigte Volksbank Raiffeisenbank",3,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Eversports,https://www.crunchbase.com/organization/eversports,Active,,"Local, Reservations, Search Engine, Sports","Vienna, Wien, Austria","Eversports connects its members directly with sport venues, helps them to book courts or courses and to meet sport partners.","19,708","European Union (EU), Europe, Middle East, and Africa (EMEA)",1190,$1M to $10M,2013-10-15,day,2024-10-01,day,,,For Profit,https://www.eversports.at,https://twitter.com/eversportat,https://www.facebook.com/eversports?_rdr,https://www.linkedin.com/company/eversport,"Eversports vision is to simplify the access to sport facilities in your environment. They  thrive to build a unique community of sporters and to share their passion around the globe. Eversports connects its members directly with sport venues, helps them to book courts or courses and to meet sport partners. With Eversports you know exactly where and when to practice your favourite sport. Find all the information you need in one single interface. Eversports is the marketplace where sport providers and sporters get easily connected.","Events, Internet Services, Media and Entertainment, Sales and Marketing, Sports",6,101-250,"Andreas Woditschka, Emanuel Steininger, Hanno Lippitsch, Ivo Radulovski, Philipp Braunsberger, Stefan Feirer",6,M&A,2021-03-30,,,,Non-equity Assistance,5000000,EUR,5994442,Series A,7903457,USD,7903457,10491403,USD,10491403,"Techstars, Point Nine, KAYA, Google for Startups, Market One Capital",4,18,1,"Made Acquisitions, Was Acquired",Eversports acquired by Verdane,https://www.crunchbase.com/acquisition/verdane-acquires-eversports--85ba52ab,Verdane,https://www.crunchbase.com/organization/verdane,2024-10-01,day,,,,Acquisition,,Private,,,,,,,,,,,1
