Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
IRIS Solutions,https://www.crunchbase.com/organization/iris-solutions-1fbd,Active,,"Financial Services, Mobile Payments, Payments","Sofia, Grad Sofiya, Bulgaria",IRIS Solutions EU licensed payment institution for account information and payment initiation services,"23,183","European Union (EU), Europe, Middle East, and Africa (EMEA)",1784,,2018-02-13,day,,,,,For Profit,https://www.irisbgsf.com,,https://www.facebook.com/IRISsolutionsopenbanking/?_rdr,https://www.linkedin.com/company/irissolutionsopenbanking/,"IRIS Solutions  is an EU licensed payment institution providing payment initiation and account information services with primary focus in SEE.  The company supports banks, non-banking lending institutions, accounting softwares to extract the value of open banking mainly in the area of account information.  With fully developed terminal management system including mobile apps IRIS Solutions supports e-com business, insurance companies, brick and mortar shops to accept A2A payments and to optimize their payment flows and costs.","Financial Services, Mobile, Payments, Software",2,11-50,"Galya Dimitrova, Mihael Mihaylov",2,Early Stage Venture,2023-06-01,1300000,EUR,1398887,Series A,1300000,EUR,1398887,Series A,1800000,EUR,2002779,1800000,EUR,2002779,"Innovation Capital, New Vision 3",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
bunny.net,https://www.crunchbase.com/organization/bunnycdn,Active,,"Content Delivery Network, Enterprise Software, Internet, Web Hosting","Kranj, Kranj Commune, Slovenia",bunny.net is a content delivery platform that specializes in offering content with lightning-fast speeds around the world.,"23,855","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2015-01-01,day,,,,,For Profit,https://bunny.net,https://twitter.com/BunnyCDN,https://facebook.com/bunnycdn,https://www.linkedin.com/company/bunnynet,"Bunny wants to help build and accelerate the future internet. It is obsessed with the customer experience and strives for constant innovation to assist businesses and developers in building a faster, safer, and more reliable internet. bunny.net was founded in 2014 with the simple goal of assisting developers in delivering content without breaking the bank. From there, it evolved into a much more ambitious vision of helping to shape the internet.","Content and Publishing, Internet Services, Software",3,1-10,"Borut Dagarin, Dejan Grofelnik Pelzel, Lovrenc Gregorčič",1,Seed,2022-10-04,6000000,USD,6000000,Seed,6000000,USD,6000000,Seed,6000000,USD,6000000,6000000,USD,6000000,"Runa Capital, Capital Genetics",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Salonkee,https://www.crunchbase.com/organization/salonkee,Active,,"Beauty, Lifestyle, Payments, Small and Medium Businesses, Software","Luxembourg, Luxembourg, Luxembourg",Salonkee is known as one of europe's most advanced and popular salon management systems,"25,878","European Union (EU), Europe, Middle East, and Africa (EMEA)",L-2412,$10M to $50M,2016-07-27,day,,,,,For Profit,https://salonkee.com,,https://www.facebook.com/salonkee.lu/,https://www.linkedin.com/company/salonkee/about/,"Salonkee is a software development company that provides software for customer management and POS systems. They serve the hair and cosmetics sectors. Their software services include warehouse management, business development statistics, and marketing.","Community and Lifestyle, Consumer Goods, Financial Services, Other, Payments, Software",5,251-500,"Alexandre Claro, Andre Stehle, Gilberto Fernandes C., Samuel Faber, Tom Michels",4,Early Stage Venture,2023-06-12,28000000,EUR,30135070,Series B,28000000,EUR,30135070,Series B,35200000,EUR,38573394,35200000,EUR,38573394,"Verve Ventures, PeakSpan Capital, Fortino Capital, Expon Capital, Newion",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Respeecher,https://www.crunchbase.com/organization/respeecher,Active,,"Artificial Intelligence (AI), Hardware, Information Technology, Machine Learning, Software","Kyiv, Kyyiv, Ukraine",We build high fidelity voice cloning (voice conversion) systems using deep neural networks.,"26,025","Europe, Middle East, and Africa (EMEA)",01054,$1M to $10M,2018-02-01,month,,,,,For Profit,https://www.respeecher.com/,https://twitter.com/respeecher,https://www.facebook.com/respeecher/,https://www.linkedin.com/company/respeecher/,"Respeecher uses AI to convert the performance of one speaker into the voice of another, decoupling voices from actors.","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",3,11-50,"Alex Serdiuk, Dmytro Bielievtsov, Grant Reaber",6,Seed,2023-12-06,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,2500000,USD,2500000,2500000,USD,2500000,"Techstars, Google for Startups, ff Venture Capital, Acrobator Ventures, BADideas.fund",3,13,,,,,,,,,,,,,,Private,,,,,,,,,,,1
Passbolt,https://www.crunchbase.com/organization/passbolt,Active,,"DevOps, Open Source, Service Industry, Software","Esch-sur-alzette, Luxembourg, Luxembourg",Open source password manager for teams,"27,897","European Union (EU), Europe, Middle East, and Africa (EMEA)",L-4362,$1M to $10M,2016-01-01,year,,,,,For Profit,https://www.passbolt.com,https://www.twitter.com/passbolt,https://www.facebook.com/passbolt,https://www.linkedin.com/company/passbolt,"Passbolt is an open source password manager designed for the needs of Agile and DevOps teams. It is better because it is: highly collaborative, interoperable (Open API), open source, based on standards (PGP). Passbolt can be used in the cloud or on-prem for maximum data ownership.","Information Technology, Other, Software",3,11-50,"Cedric Alfonsi, Kevin Muller, remy bertot",6,Early Stage Venture,2025-01-23,8000000,USD,8000000,Series A,8000000,USD,8000000,Series A,11110449,USD,11110449,11163096,USD,11163096,"Expon Capital, Carrick Capital Partners, Airbridge Equity Partners, Seeder Fund, Luxembourg Business Angel Network (LBAN)",2,12,,,,,,,,,,,,,,Private,,,,,,,,,,,1
NAKA,https://www.crunchbase.com/organization/eligma,Active,,"Bitcoin, Blockchain, Cryptocurrency, Financial Services, Mobile Payments","Ljubljana, Ljubljana Urban Commune, Slovenia","NAKA specializes in the development of financial products, including a blockchain payment scheme, a self-custodial card, and a PoS solution.","31,124","European Union (EU), Europe, Middle East, and Africa (EMEA)",1000,$1M to $10M,2017-12-12,day,,,,,For Profit,https://naka.com/,,,https://www.linkedin.com/company/nakafinances/,"NAKA is a FinTech company dedicated to developing financial products and services that bridge the worlds of traditional and blockchain payments, ensuring universal access and usability of fundamental financial services, irrespective of geographical location, social status, or any other defining characteristics. Our comprehensive suite of financial offerings encompasses: - NAKA Scheme: A blockchain-based payment scheme, fully EMV compatible. - NAKA Card: A self-custodial payment card with EMV compatibility. - NAKA PoS Solution: An all-in-one point-of-sale solution empowering retail businesses to accept multiple payment methods through a unified platform, with seamless integration for both physical and online retail businesses. Operating across 70 global markets, NAKA's crypto payment services cater to the needs of 420 million crypto users. The NAKA PoS solution is actively employed in Switzerland, Slovenia, El Salvador, Benelux, and other countries. The NAKA Scheme and Card have recently launched in Switzerland and El Salvador, undergoing rigorous testing across hundreds of retail locations. At NAKA, our mission is to drive economic change by promoting financial inclusion and economic freedom. Collaborating with reputable partners in the payment industry, we are actively constructing an open ecosystem for decentralized finances.","Blockchain and Cryptocurrency, Financial Services, Mobile, Other, Payments, Software",3,11-50,"Dejan Roljič, Joze Mermal, Matej Gregorčič",4,Early Stage Venture,2022-12-20,20000000,EUR,21251004,Series A,20000000,EUR,21251004,Series A,46446614,USD,46446614,46446614,USD,46446614,"Tether, Bitcoin.com, Pangea Blockchain Fund, Bitfinex, BTC",3,6,,,,,,,,,,,,,,Private,,,,,,,,,,,17
Next Gate Tech,https://www.crunchbase.com/organization/next-gate-tech,Active,,"FinTech, Information Technology, SaaS, Software","Luxembourg, Luxembourg, Luxembourg",Turning data into clarity for the fund industry operations,"32,285","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2019-02-05,day,,,,,For Profit,https://www.nextgatetech.com/,,,https://www.linkedin.com/company/next-gate-tech/,"At Next Gate Tech, we build technologies that transform fund industry operations. By harnessing the full potential of harmonized data, we empower our clients to achieve intelligent, fully automated processes, which enhances efficiency, reduces risk, and drives cost savings. By eliminating fragmented point solutions and legacy systems, we help firms manage governance and controls more effectively, independently, and consistently. Our modular SaaS platform ingests diverse datasets to create a unified, enriched source of portfolio, transaction, and accounting data. This robust foundation fuels advanced analytics that uncover insights, detect anomalies, and reveal hidden patterns, enabling key use cases like NAV Oversight and Risk Oversight.","Financial Services, Information Technology, Software",2,11-50,"Davide Martucci, Semin Ibisevic",5,,2023-04-12,8000000,EUR,8797918,Venture - Series Unknown,8000000,EUR,8797918,Venture - Series Unknown,16885000,EUR,18665877,16885000,EUR,18665877,"Expon Capital, Middlegame Ventures, Volta Ventures, Seed X Liechtenstein AG, Seed-X",3,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ajax Systems,https://www.crunchbase.com/organization/ajax-systems,Active,,"Manufacturing, Security","Kyiv, Kyyiv, Ukraine",Ajax Systems manufactures smart security systems and sensors for homes.,"35,448","Europe, Middle East, and Africa (EMEA)",04073,Less than $1M,2011-01-01,year,,,,,For Profit,http://www.ajax.systems,https://twitter.com/ajax_systems,https://www.facebook.com/ajax.systems/,https://www.linkedin.com/company/10469202,"Ajax Systems manufactures smart security systems and sensors for homes. It offers wireless window and door opening sensors and movement sensors. The company was founded in 2011 and is based in Kyiv, Ukraine.","Manufacturing, Privacy and Security",1,1001-5000,Aleksandr Konotopskyi,2,Early Stage Venture,2019-03-29,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,11000000,USD,11000000,11000000,USD,11000000,"Horizon Capital, SMRK VC Fund",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Carbominer,https://www.crunchbase.com/organization/carbominer,Active,,"AgTech, CleanTech, GreenTech, Hardware, Industrial Engineering, Sustainability","Kyiv, Kyyiv, Ukraine",Providing green CO₂ from the open air,"37,185","Europe, Middle East, and Africa (EMEA)",,Less than $1M,2020-02-24,day,,,,,For Profit,https://carbominer.com/,,https://www.facebook.com/carbominer,https://www.linkedin.com/company/carbominer,"Carbominer is an ambitious climate tech startup that has developed new technology to capture carbon dioxide from the open air locally. The business model is providing green CO₂ as a service to commercial clients, that aim to transition to sustainable operations. Potential applications include, but are not limited to indoor agriculture, decarbonisation of the construction industry, and carbon removals.  The company offers modular plug-and-play CO₂ Direct Air Capture technology, embedded in transportable 20ft shipping containers. Carbominer's DAC technology stands out due to the ability to use cheap intermittent renewable electricity. Combined with the local capture (no need for liquefaction, storage, transportation, etc.), it opens the path to the lowest cost possible for Direct Air Capture of CO₂","Agriculture and Farming, Hardware, Manufacturing, Science and Engineering, Sustainability",2,1-10,"Nick Oseyko, Viktoria Oseyko",7,Seed,2024-02-15,1500000,EUR,1615935,Grant,200000,USD,200000,Seed,900000,USD,900000,2568997,USD,2568997,"EIC Accelerator, SMRK VC Fund, Climate Innovation Vouchers",3,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
All eyes on screens,https://www.crunchbase.com/organization/adscanner,Active,,"Advertising, Facial Recognition, Market Research","Zagreb, Grad Zagreb, Croatia","All eyes on screens made its mission to empower data-driven TV advertising to increase effectiveness, transparency.","37,962","European Union (EU), Europe, Middle East, and Africa (EMEA)",10000,$1M to $10M,2012-01-01,year,,,,,For Profit,https://www.alleyesonscreens.com/,,,https://www.linkedin.com/company/alleyesonscreens/about/,"All eyes on screens made its mission to empower data-driven TV advertising to increase effectiveness, transparency, speed, reduce manual, complicated, delayed reports and also to make TV more interconnected and comparable with digital channels. Our approach is to combine proprietary technologies and data.","Advertising, Data and Analytics, Design, Sales and Marketing, Software",2,51-100,"Kristian Curkovic, Marin Ćurković",5,Early Stage Venture,2024-10-02,10000000,EUR,11046501,Series B,10000000,EUR,11046501,Series B,21003800,USD,21003800,21003800,USD,21003800,"Taiwania Capital Management Corporation, J&T Ventures, Lead Ventures, South Central Ventures, Matthias von Bechtolsheim",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Nasekomo,https://www.crunchbase.com/organization/nasekomo,Active,,"Agriculture, Alternative Protein, Animal Feed, Farming","Sofia, Grad Sofiya, Bulgaria",Nasekomo is revolutionizing the human food chain by producing animal feeds from organic waste using bioconverting insects.,"39,845","European Union (EU), Europe, Middle East, and Africa (EMEA)",1606,$1M to $10M,2017-06-01,month,,,,,For Profit,http://www.nasekomo.life,,https://www.facebook.com/NASEKOMO/,https://www.linkedin.com/company/nasekomo/,"Nasekomo is revolutionizing the human food chain by producing animal feeds from organic waste thanks to insect’s tremendous biological powers. Our company increases farmed animal outputs, welfare and health by bringing back in their plates insects, a historical component of their natural diets with amazing nutritional benefits and immunity enhancers. Our agrobiotech startup impacts humans food by allowing higher quality proteins inclusion at better prices for everyone. We make our world a better place by reducing food waste, greenhouse gas emissions, depletion of fragile resources such as pure water, arable lands and marine life stocks and Europe's external dependency on proteins. Insects are the missing link in our food life cycle and we will unleash their true beneficial potential for tomorrow’s sustainable world","Agriculture and Farming, Food and Beverage",3,51-100,"Marc Bolard, Olga Marcenac, Xavier Marcenac",5,Early Stage Venture,2024-01-11,8000000,EUR,8785957,Series A,8000000,EUR,8785957,Series A,13000000,EUR,14521900,22500000,EUR,24675641,"European Union, New Vision 3, Chivas Venture, Morningside Hill Capital Management, Invenio partners",4,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
UFODRIVE,https://www.crunchbase.com/organization/ufodrive,Active,,"Automotive, Electric Vehicle, Enterprise Software, Fleet Management, Information Technology, Internet, Last Mile Transportation, Rental, Ride Sharing, Travel","Capellen, Luxembourg, Luxembourg","Leading Automation Platform for fleets and mobility providers - ""UFOFLEET"". Tech behind award wining UFODRIVE - Advanced Car Rental.","39,853","European Union (EU), Europe, Middle East, and Africa (EMEA)",8308,$1M to $10M,2018-01-01,day,,,,,For Profit,https://www.ufodrive.com/en/,https://twitter.com/ufodrivetweets,https://www.facebook.com/UFODriveSocial,https://www.linkedin.com/company/ufodrive/,"UFODRIVE: People hate renting cars. We use advanced automation to create the highest rated car rental experience in the world. Digital, on-demand and all-electric. Find us in London, New York, Paris, and beyond. UFOFLEET: We help the biggest mobility brands automate complex ecosystems and build better products at scale. From consumer leases to shared delivery vans, UFOFLEET has transformed more than 30 products in 17 countries for companies like Hertz, Uber, Stellantis, and Amazon.","Commerce and Shopping, Information Technology, Internet Services, Software, Transportation, Travel and Tourism",2,11-50,"Aidan McClean, Renaud Marquet",5,,2024-10-30,5200000,EUR,5646245,Venture - Series Unknown,5200000,EUR,5646245,Venture - Series Unknown,31593099,USD,31593099,31593099,USD,31593099,"Hertz, Pario Ventures, Certares, Business Venture Partners, Knighthead Capital Management",4,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
