Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Bought,https://www.crunchbase.com/organization/bought,Active,,"Fashion, Marketplace, Secondhand Goods, Shopping","Helsinki, Southern Finland, Finland",Automated secondhand marketplace mobile application.,"13,865","European Union (EU), Nordic Countries, Scandinavia",00100,,2024-10-01,month,,,,,For Profit,https://bought.app,,https://www.facebook.com/profile.php?id=61574070338161,https://www.linkedin.com/company/boughtapp/,A fully automated secondhand marketplace unleashing the 95% of hidden secondhand supply with AI.,"Clothing and Apparel, Commerce and Shopping, Design",1,1-10,Erik Kymäläinen,1,Seed,2025-03-26,1500000,USD,1500000,Pre-Seed,1500000,USD,1500000,Pre-Seed,1500000,USD,1500000,1500000,USD,1500000,"Lifeline Ventures, Wave Ventures, Mikko Silventola, Sami Marttinen, Marianne Vikkula",1,7,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Bob W,https://www.crunchbase.com/organization/bob-w,Active,,"Hospitality, Hotel, Rental, Travel Accommodations","Helsinki, Southern Finland, Finland",Bob W is a technology-driven hospitality provider that offers an alternative to hotels and short-stay apartments.,"14,054","European Union (EU), Nordic Countries, Scandinavia",,$1B to $10B,2018-01-01,year,,,,,For Profit,https://bobw.co,https://twitter.com/bobwco,https://www.facebook.com/bobwstay,https://www.linkedin.com/company/bobw,"Bob W is a technology-driven hospitality provider that provides an alternative to hotels and short-stay apartments. Its exceptionally cool apartments cater to the 21st-century traveler who wants it all: the consistent quality of a hotel and the authentic flair and affordability of a short-stay rental. It combines both worlds in sustainably operated properties, which are currently available in Finland and Estonia but are expanding across Europe and beyond.  The company was founded in 2018 and is headquartered in Helsinki, Finland.","Commerce and Shopping, Travel and Tourism",2,51-100,"Niko Karstikko, Sebastian Emberger",5,Early Stage Venture,2024-02-12,40000000,EUR,43087430,Series B,40000000,EUR,43087430,Series B,71000000,EUR,75668096,71000000,EUR,75668096,"Verve Ventures, 2150, Flashpoint, Elevator Ventures, Tesi",7,16,3,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Wolt,https://www.crunchbase.com/organization/wolt,Active,,"Apps, Delivery, Delivery Service, Food Delivery","Helsinki, Southern Finland, Finland",Wolt is a food delivery company specializing in real-time logistics optimization.,"14,075","European Union (EU), Nordic Countries, Scandinavia",00100,$100M to $500M,2014-01-01,year,2021-11-09,day,,,For Profit,https://www.wolt.com,https://www.twitter.com/woltapp,https://www.facebook.com/woltapp,https://www.linkedin.com/company/wolt-oy,"Wolt is a food delivery company specializing in real-time logistics optimization.The technology company is known for its food delivery platform which enables its users to easily discover and get the food that they want by just selecting a restaurant, placing the order, and hitting send.","Administrative Services, Apps, Food and Beverage, Software, Transportation",6,5001-10000,"Elias Aalto, Juhani Mykkänen, Lauri Andler, Mika Matikainen, Miki Kuusi, Oskari Petas",9,M&A,2021-01-25,530000000,USD,530000000,Series E,530000000,USD,530000000,Series E,822523959,USD,822523959,822523959,USD,822523959,"EQT Ventures, Coatue, EQT, ICONIQ Growth, Tiger Global Management",7,21,2,"Made Acquisitions, Was Acquired",Wolt acquired by DoorDash,https://www.crunchbase.com/acquisition/doordash-acquires-wolt--38307a0d,DoorDash,https://www.crunchbase.com/organization/doordash,2021-11-09,day,8100000000,USD,8100000000,Acquisition,Stock,Private,,,,,,,,,,,2
DataCrunch.io,https://www.crunchbase.com/organization/datacrunch-io,Active,,"Artificial Intelligence (AI), Information Technology, Software","Helsinki, Southern Finland, Finland",DataCrunch is a cloud service provider which facilitates utilization and integration of state of the art AI/ML models,"14,926","European Union (EU), Nordic Countries, Scandinavia",00180,,2018-02-01,month,,,,,For Profit,https://datacrunch.io,,https://www.facebook.com/datacrunch.io/,https://www.linkedin.com/company/datacrunch,DataCrunch.io is a new cloud service provider that focuses on providing its own machine-learning infrastructure. It provides GPU-accelerated virtual machines and bare metal servers for machine learning that are simple to manage and deploy.,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1,11-50,Ruben Bryon,3,Seed,2024-10-21,7600000,USD,7600000,Seed,7600000,USD,7600000,Seed,8694642,USD,8694642,14094642,USD,14094642,"byFounders, J12, Nordea, LähiTapiola, Oskari Saarenmaa",1,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
Mjuk,https://www.crunchbase.com/organization/mjuk,Active,,Marketplace,"Vantaa, Southern Finland, Finland","Marketplace for pre-owned, unique design furniture","15,446","European Union (EU), Nordic Countries, Scandinavia",01640,$1M to $10M,2021-01-01,year,,,,,For Profit,https://www.mjuk.fi/,,,https://www.linkedin.com/company/mjuk,"Mjuk buys and sells used furniture. Buying and selling used furniture is sometimes connected with unpredictable payments, complicated processes, long waiting, and heavy lifting. The company's mission is to make buying and selling used items simple and secure.",Commerce and Shopping,2,11-50,"Max Heino, Rickard Zilliacus",5,Seed,2025-04-24,,,,Seed,,,,Seed,7970302,USD,7970302,8507962,USD,8507962,"Lifeline Ventures, Superhero Capital, Trind Ventures, Alliance VC, Gorilla Capital",4,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Cactos,https://www.crunchbase.com/organization/cactos-aa16,Active,,"Battery, Energy, Energy Management, Energy Storage, Renewable Energy","Kempele, Oulu, Finland",Cactos is a smart energy storage system that secures power supply locally.,"15,861","European Union (EU), Nordic Countries, Scandinavia",,$10M to $50M,2021-12-12,day,,,,,For Profit,https://cactos.com,,https://www.facebook.com/cactosOy,https://www.linkedin.com/company/cactosenergy,Cactos is a smart energy storage system that secures power supply locally. It installs smart energy storage systems on client premises to optimize energy use and hedge against price volatility.,"Energy, Sustainability",1,51-100,Olli Nuutila,5,,2025-01-31,7000000,EUR,7267117,Venture - Series Unknown,7000000,EUR,7267117,Venture - Series Unknown,35500000,EUR,38380918,35500000,EUR,38380918,"Union Square Ventures, Superhero Capital, OP Financial Group, Finnish Climate Fund, Ørsted Propel acceleration programme",5,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Aibidia,https://www.crunchbase.com/organization/aibidia,Active,,"Analytics, Information Technology, SaaS, Software","Helsinki, Southern Finland, Finland","Transfer pricing, transformed by tech","15,910","European Union (EU), Nordic Countries, Scandinavia",00100,$10M to $50M,2018-01-01,year,,,,,For Profit,https://www.aibidia.com,,,https://www.linkedin.com/company/aibidia/,"Aibidia, founded in 2018, provides the technology that enables multinational enterprises to make more considered transfer pricing decisions. Our connected, end-to-end platform provides organizations the ability to take full control of their business and implement considered tax strategies across the entire group. With over 5,000 legal entities managed on our platform and an average revenue of 7 billion euros among our clients, we are dedicated to helping the world’s largest enterprises transform their cross-border business management, leading to healthy global business.","Data and Analytics, Information Technology, Software",2,51-100,"Hannu-Tapani Leppänen, Reuben Sagar",3,Early Stage Venture,2023-05-15,13000000,EUR,14135551,Series A,13000000,EUR,14135551,Series A,17550000,EUR,19285414,17550000,EUR,19285414,"FPV Ventures, Icebreaker.vc, DN Capital, Global Founders Capital",4,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
ReceiptHero,https://www.crunchbase.com/organization/receipthero,Active,,"Developer APIs, Digital Marketing, Financial Services, FinTech, Software","Tampere, Western Finland, Finland",Platform to for Merchants to engage with customers. Loyalty and receipts in one platform - respecting our data privacy,"16,089","European Union (EU), Nordic Countries, Scandinavia",,$1M to $10M,2018-09-29,day,,,,,For Profit,https://getreceipthero.com/,https://twitter.com/getreceipthero,https://www.facebook.com/pg/getreceipthero/,https://www.linkedin.com/company/receipthero/,ReceiptHero is an open digital eReceipt platform that sends digital receipts from point of sale (POS) systems to your banking and accounting applications.,"Financial Services, Sales and Marketing, Software",4,11-50,"Joel Ojala, Saku Pihlajaniemi, Tommi Keränen, Tuomas Peippo",6,,2024-07-16,,,,Venture - Series Unknown,,,,Venture - Series Unknown,2350000,EUR,2821582,5740000,EUR,6616988,"Lifeline Ventures, Superhero Capital, Seed X Liechtenstein AG, Vidici Ventures, Asko Schrey",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,3
Swappie,https://www.crunchbase.com/organization/swappie,Active,,"Consumer Electronics, Consumer Goods, E-Commerce, Marketplace","Helsinki, Southern Finland, Finland",Swappie is an online marketplace for buying and selling refurbished smartphones.,"16,885","European Union (EU), Nordic Countries, Scandinavia",00180,$100M to $500M,2016-01-01,year,,,,,For Profit,https://swappie.com/en,https://twitter.com/swappiesuomi,https://www.facebook.com/swappiecom,https://www.linkedin.com/company/swappie,"Swappie specializes in the refurbishment and sale of used smartphones, particularly iPhones. The company buys used smartphones, refurbishes them to a high standard, and then sells them to consumers at competitive prices. Their process includes rigorous testing, repair, and quality assurance to ensure that each phone meets their quality standards. Swappie ensures that all refurbished phones undergo a comprehensive 52-step testing process. This includes checking for hardware and software functionality, replacing defective parts, and thoroughly cleaning each device.","Commerce and Shopping, Consumer Electronics, Consumer Goods, Hardware",2,1001-5000,"Jiri Heinonen, Sami Marttinen",6,Late Stage Venture,2024-08-10,,,,Secondary Market,108000000,EUR,122637246,Series C,169443868,USD,169443868,187857262,USD,187857262,"European Investment Bank, Lifeline Ventures, Verdane, Inventure, Tesi",6,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
ROTOBOOST,https://www.crunchbase.com/organization/rotoboost,Active,,"Chemical, Oil and Gas, Renewable Energy","Helsinki, Southern Finland, Finland","ROTOBOOST is a hydrogen energy firm focused on large-scale, low-cost hydrogen generation.","17,143","European Union (EU), Nordic Countries, Scandinavia",00100,$1M to $10M,2009-01-01,year,,,,,For Profit,https://www.rotoboost.com ,,,https://www.linkedin.com/company/rotoboost/ ,"ROTOBOOST is a hydrogen energy firm focused on large-scale, low-cost hydrogen generation. The company uses methane catalytic pyrolysis technology, which can directly manufacture green hydrogen and carbon products with high economic value from natural gas and biomass biogas. It is envisaged that in the future, low-cost green hydrogen production will be realized, accelerating the large-scale deployment of hydrogen energy.","Energy, Natural Resources, Science and Engineering, Sustainability",,51-100,,2,Early Stage Venture,2024-04-18,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,20000000,USD,20000000,20000000,USD,20000000,"Hillhouse Ventures, Morewisdom Capital",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Algorithmiq,https://www.crunchbase.com/organization/algorithmiq,Active,,"Biotechnology, Life Science, Market Research, Quantum Computing","Turku, Western Finland, Finland",Algorithmiq develops algorithms to solve currently inaccessible problems in life sciences.,"17,333","European Union (EU), Nordic Countries, Scandinavia",20100,$1M to $10M,2020-01-01,year,,,,,For Profit,https://algorithmiq.fi,,,https://www.linkedin.com/company/algorithmiq,"Algorithmiq develops algorithms to solve currently inaccessible problems in life sciences. The company utilizes its expertise in quantum information, complex systems, and computational physics to develop algorithms to develop new and effective drugs, solve problems in life sciences, and discover new materials.","Biotechnology, Data and Analytics, Design, Science and Engineering",4,11-50,"Boris Sokolov, Guillermo Garcia-Perez, Matteo Rossi, Sabrina Maniscalco",2,Early Stage Venture,2023-06-27,14000000,EUR,15340566,Series A,14000000,EUR,15340566,Series A,19340566,USD,19340566,19340566,USD,19340566,"European Investment Bank, Tiger Global Management, K5 Global, Tesi, Inventure",1,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
Synergi,https://www.crunchbase.com/organization/synergi-solutions,Active,,Software,"Helsinki, Southern Finland, Finland",Synergi is a climate-smart way of using electricity and the grid.,"17,954","European Union (EU), Nordic Countries, Scandinavia",,,2022-01-01,year,,,,,For Profit,https://synergi.so/,https://twitter.com/joinsynergi,https://www.facebook.com/joinsynergi,https://www.linkedin.com/company/join-synergi/,Synergi provides smart electricity management combined with demand response in households.,Software,,1-10,,2,Seed,2024-10-08,2000000,EUR,2195098,Seed,2000000,EUR,2195098,Seed,2800000,EUR,3028981,2800000,EUR,3028981,"Lifeline Ventures, Wave Ventures, APX, Greencode Ventures, Vaens",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Klevu,https://www.crunchbase.com/organization/klevu-oy,Active,,"E-Commerce, Internet","Helsinki, Southern Finland, Finland",Klevu Oy is a self-learning search engine that helps online retailers turn visitors into customers.,"18,805","European Union (EU), Nordic Countries, Scandinavia",00180,$1M to $10M,2013-01-01,year,,,,,For Profit,http://www.klevu.com/,http://twitter.com/klevusearch,http://www.facebook.com/klevusearch,http://www.linkedin.com/company/3641191,"Klevu Oy is a self-learning search engine that helps online retailers turn visitors into customers. Its search for SMEs focuses on fast, relevant search with actionable insights into shoppers’ search and easy self-service integration. Klevu Oy’s enterprise edition provides natural language search with ease of catalog maintenance and insights into shopping experience. It is based in Helsinki, Southern Finland.","Commerce and Shopping, Internet Services",3,11-50,"Jyrki Kontio, Nilay Oza, Niraj Aswani",3,Early Stage Venture,2021-04-08,12000000,USD,12000000,Series A,12000000,USD,12000000,Series A,17855493,USD,17855493,17855493,USD,17855493,"Inventure, Alfvén & Didrikson, Evli Growth Partners, KoppiCatch, Jonas Dromberg",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
ReOrbit,https://www.crunchbase.com/organization/reorbit,Active,,"Aerospace, Satellite Communication","Helsinki, Southern Finland, Finland",Leaders in sovereign communication satellites,"20,246","European Union (EU), Nordic Countries, Scandinavia",,$1M to $10M,2019-11-05,day,,,,,For Profit,http://www.reorbit.space,,,https://www.linkedin.com/company/51614754/admin/,"ReOrbit is bringing technology together to shape the future of space exploration. Our vision is to enable the next generation of space applications by adopting an approach that transforms the traditional thought of making rigid and single-use satellites into reusable, flexible, and low-cost space systems. For this, we develop a set of technologies to make spacecraft platforms modular and configurable to accommodate different types of payloads, and equipped with built-in autonomous orbital capabilities and a software-defined architecture.","Hardware, Science and Engineering",2,51-100,"Mina Rajabi, Sethu Saveda Suvanam",3,Seed,2023-08-30,6800000,EUR,7432076,Seed,6800000,EUR,7432076,Seed,7589000,EUR,8360689,7589000,EUR,8360689,"10x Founders, Inventure, Seraphim Space, Icebreaker.vc, Yes VC",2,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Inven,https://www.crunchbase.com/organization/inven-177a,Active,,"Artificial Intelligence (AI), B2B, Information Technology","Helsinki, Southern Finland, Finland","Inven is an AI company that develops B2B SaaS solutions for M&A, private equity, and management consulting professionals.","20,307","European Union (EU), Nordic Countries, Scandinavia",,,2022-01-01,year,,,,,For Profit,https://www.inven.ai/,,,https://www.linkedin.com/company/searchcoglobal/,"Inven is an AI company that develops B2B SaaS solutions for M&A, private equity, and management consulting professionals. Its key source of value creation is based on our state-of-the-art artificial intelligence and machine learning models that enable us to leverage vast amounts of unstructured data sources at scale.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",,11-50,,1,Seed,2023-03-31,1500000,EUR,1630125,Seed,1500000,EUR,1630125,Seed,1500000,EUR,1630125,1500000,EUR,1630125,Lifeline Ventures,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
