Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Angel Round - Organic Garden,https://www.crunchbase.com/funding_round/organic-garden-angel--3060dd7e,Organic Garden,https://www.crunchbase.com/organization/organic-garden,Angel,2023-03-01,,,,,Thomas Müller,Thomas Müller,"77,285",,,,Seed,Organic Garden is a food-tech startup that strives for a healthy future.,"Food and Beverage, Food Processing, Organic Food","Ingolstadt, Bayern, Germany, Europe",https://www.organicgarden.de/,,,,,Seed,2,1,,Yes,
Angel Round - Ajinomatrix,https://www.crunchbase.com/funding_round/ajinomatrix-angel--413ca959,Ajinomatrix,https://www.crunchbase.com/organization/ajinomatrix,Angel,2023-04-15,270000,EUR,299768,,,,"87,666",,,,Seed,Ajinomatrix digitizes the measurement of the senses of taste and smells for the food industry with AI through a sensory software suite.,"Artificial Intelligence (AI), Food and Beverage, Food Processing, Machine Learning, Software","Rebecq-rognon, Brabant Wallon, Belgium, Europe",https://www.ajinomatrix.org,,612500,EUR,666433,Seed,3,,,Yes,
Angel Round - Picsmart,https://www.crunchbase.com/funding_round/picsmart-angel--4ff152b5,Picsmart,https://www.crunchbase.com/organization/picsmart,Angel,2023-10-27,20400000,SEK,1816932,,,"Jacob Ehrnrooth, Janne Larma","89,453",,,,Seed,Picsmart operates as a food delivery company.,"Delivery, Food and Beverage, Food Delivery","Stockholm, Stockholms Lan, Sweden, Europe",https://picsmart.se/,$1M to $10M,2676932,USD,2676932,Seed,2,2,,Yes,
Angel Round - Pibisi,https://www.crunchbase.com/funding_round/pibisi-angel--6c0d7a28,Pibisi,https://www.crunchbase.com/organization/pibisi,Angel,2020-07-01,140000,EUR,157520,,,Angels Capital,"91,303",,,,Seed,Automatised KYC for regulated companies,"FinTech, InsurTech, Legal Tech, Software","Madrid, Madrid, Spain, Europe",https://pibisi.com,Less than $1M,141215,EUR,158881,Seed,4,1,1,Yes,
Angel Round - Wineapp,https://www.crunchbase.com/funding_round/wineapp-angel--b36a915a,Wineapp,https://www.crunchbase.com/organization/wineapp,Angel,2022-11-02,,,,,,Gracejoy Capital,"94,326",,,,Seed,Mobile App - On-demand Fine Wine Delivery,"Delivery, Delivery Service, E-Commerce, Mobile Apps, Same Day Delivery, Software, Wine And Spirits","London, England, United Kingdom, Europe",https://wineapp.com/,,,,,Seed,3,1,,Yes,
Angel Round - Prosper,https://www.crunchbase.com/funding_round/prosper-e220-angel--4253b18f,Prosper,https://www.crunchbase.com/organization/prosper-e220,Angel,2023-11-06,3241574,GBP,4001365,,,"Charles Delingpole, ComplyAdvantage, Connect Ventures, Embark Ventures, Matt Cooper, Michele Attisani, MMC Ventures, Portfolio Ventures, Tandem, Tom Blomfield","95,722",,,,Seed,"Prosper is a wealth platform that maximizes members' potential wealth through pensions, investments, and savings plans.","Consulting, Finance, Financial Services, FinTech, Wealth Management","London, England, United Kingdom, Europe",https://www.prosper.co.uk/,$10M to $50M,9493970,GBP,11820163,,7,10,1,Yes,
Angel Round - Heat,https://www.crunchbase.com/funding_round/heat-7fa2-angel--6c3cd83b,Heat,https://www.crunchbase.com/organization/heat-7fa2,Angel,2022-01-17,5000000,USD,5000000,,"Antler, LVMH Luxury Ventures","Antler, LVMH Luxury Ventures, Michael Mitterlehner, Moritz Heininger, Oliver Merkel, Stefano Rosso, Sven Ahrens","100,464",,,,Seed,Heat is a clothing platform intended to encourage sustainable fashion,"Consumer Goods, E-Commerce, Fashion, Retail, Shopping","London, England, United Kingdom, Europe",https://heat.io/password,$1M to $10M,5000000,USD,5000000,Seed,2,7,2,Yes,
Angel Round - Fyrfeed,https://www.crunchbase.com/funding_round/fyrfeed-angel--6ab3bdc5,Fyrfeed,https://www.crunchbase.com/organization/fyrfeed,Angel,2021-02-05,300000,EUR,361463,,,"J. Michael Nauman, Jochen Hummel, Josef Arweck, Julius Göllner, Lepi Ventures, Sven Rawe, Volker Asemann","102,921",,,,Seed,"Fyrfeed is an AI-powered subscription service delivering high-quality, ready-to-publish content for b2b customers.","Artificial Intelligence (AI), Content Marketing, Machine Learning, Marketing, Marketing Automation, Software","Berlin, Berlin, Germany, Europe",https://fyrfeed.com,$1M to $10M,2430000,EUR,2613634,Seed,3,7,,Yes,
Angel Round - doctorly,https://www.crunchbase.com/funding_round/doctorly-angel--d5f9c7a8,doctorly,https://www.crunchbase.com/organization/doctorly,Angel,2018-01-01,,,,,The Delta,"Sascha Gartenbach, The Delta","109,037",,,,Seed,Doctorly is a health tech company that offers a cloud-based practice management platform for doctors.,"Health Care, Medical, mHealth, SaaS, Software","Berlin, Berlin, Germany, Europe",http://www.doctorly.de,$1M to $10M,21090000,EUR,22793221,Early Stage Venture,6,2,1,Yes,
Angel Round - lifelive.io,https://www.crunchbase.com/funding_round/lifelive-io-angel--32482c96,lifelive.io,https://www.crunchbase.com/organization/lifelive-io,Angel,2021-05-15,85000,EUR,103240,,Fernando Küfer,Fernando Küfer,"113,253",1000000,EUR,1214590,Seed,LifeLive is a interactive streaming tool for events and festivals and conferences featuring spontaneous video interaction between users.,"Online Portals, Social Media, Video Conferencing, Video Streaming","Berlin, Berlin, Germany, Europe",https://www.lifelive.io,,135000,EUR,163579,Seed,2,1,,Yes,
Angel Round - Workskuad,https://www.crunchbase.com/funding_round/goodtalent-angel--3e37dfcb,Workskuad,https://www.crunchbase.com/organization/goodtalent,Angel,2022-09-01,150000,GBP,173208,,,,"124,041",,,,Seed,"Supporting global companies expanding into Africa and African businesses with EOR, AOR, Multi-country payroll, Talent Acquisition","FinTech, Human Resources, Information Technology, Recruiting, Software","Swindon, Wiltshire, United Kingdom, Europe",https://workskuad.com,Less than $1M,835925,USD,835925,Seed,5,,,Yes,
Angel Round - Contribee,https://www.crunchbase.com/funding_round/contribee-angel--4f09e454,Contribee,https://www.crunchbase.com/organization/contribee,Angel,2021-08-11,175000,EUR,205483,,,"Koinvesticinis Fondas, Lithuanian Business Angel Network, Startup Wise Guys","124,346",,,,Seed,Contribee enables creators to monetize their content through fan subscriptions and donations.,"Crowdfunding, Music, Non Profit, Sports, Video","Kaunas, Kauno Apskritis, Lithuania, Europe",https://contribee.com,Less than $1M,275000,EUR,327123,Seed,2,3,,Yes,
Angel Round - Adapha,https://www.crunchbase.com/funding_round/adapha-angel--4cd4aba0,Adapha,https://www.crunchbase.com/organization/adapha,Angel,2020-07-10,50000,USD,50000,,,"Ali Aksakarya, Hulusi Berik","124,616",135000,USD,135000,Seed,Adapha is an artificial intelligence and software company that provides health services and facilities for newborn babies.,"Artificial Intelligence (AI), Health Care","Samsun, Samsun, Turkey, Europe",http://adapha.com,Less than $1M,50000,USD,50000,Seed,2,2,,Yes,
Angel Round - Paired,https://www.crunchbase.com/funding_round/paired-angel--ad016f8e,Paired,https://www.crunchbase.com/organization/paired,Angel,2020-10-02,1000000,USD,1000000,,,"Alfred Luger, Antoine Sakho, Bernhard Niesner, Christian Kaar, Ed Cooke, Florian Gschwandtner, Rene Giretzlehner, Taavet Hinrikus","125,833",,,,Seed,Paired provides the steps needed by couples to improve their relationship each day.,"Apps, Dating, Software","London, England, United Kingdom, Europe",https://www.getpaired.com/,$1M to $10M,4600000,USD,4600000,Seed,2,8,,Yes,
Angel Round - PLTFRM,https://www.crunchbase.com/funding_round/pltfrm-angel--1114f501,PLTFRM,https://www.crunchbase.com/organization/pltfrm,Angel,2017-06-01,,,,,,,"126,572",,,,Seed,PLTFRM is providing IT services.,"Human Resources, Information Technology, Internet, Mobile, Mobile Apps, Small and Medium Businesses","Utrecht, Utrecht, The Netherlands, Europe",https://www.pltfrm.nl/,$1M to $10M,,,,Seed,2,,,Yes,
Angel Round - Smartgrad,https://www.crunchbase.com/funding_round/smartgrad-angel--4a9e5641,Smartgrad,https://www.crunchbase.com/organization/smartgrad,Angel,2023-03-01,35000,GBP,42094,,,Syed Ahmed,"127,286",,,,Seed,"Edtech platform, your education & career advisor for life.",Education,"Birmingham, Birmingham, United Kingdom, Europe",https://www.smartgrad.org,,45000,GBP,55109,Seed,2,1,,Yes,
Angel Round - StreamTV Media,https://www.crunchbase.com/funding_round/own3d-angel--93aadcd6,StreamTV Media,https://www.crunchbase.com/organization/own3d,Angel,2021-09-15,1000000,EUR,1181951,,KaPa Ventures,KaPa Ventures,"128,252",,,,Seed,"StreamTV Media creates innovative products and platforms within the live streaming creator economy (own3d.tv, own3d.pro, streamheroes.gg).","Online Games, Video, Video Streaming","Steyr, Oberosterreich, Austria, Europe",https://www.stream.tv,Less than $1M,2375000,EUR,2690331,Seed,4,1,,Yes,
Angel Round - Loopin,https://www.crunchbase.com/funding_round/loopin-angel--1a6648d0,Loopin,https://www.crunchbase.com/organization/loopin,Angel,2021-09-20,500000,GBP,683105,,Paul Cook,"Fred Whitcomb, Paul Cook","130,380",4000000,GBP,5464839,Seed,"Loopin leverages the power of social connection, creating a safe space for teams and managers to thrive - using daily data and AI.","Artificial Intelligence (AI), Developer Tools, Enterprise Software","Bristol, Bristol, City of, United Kingdom, Europe",https://www.letsloopin.com/,,2600000,GBP,3325444,Seed,3,2,,Yes,
Angel Round - charly,https://www.crunchbase.com/funding_round/charlygroup-angel--df086221,charly,https://www.crunchbase.com/organization/charlygroup,Angel,2022-03-01,500000,USD,500000,,The Delta,The Delta,"133,694",,,,Seed,Charly Group created a hybrid work management framework for individual work levels.,"Compliance, Developer Tools, Human Resources, Management Information Systems, Travel, Web Development","Berlin, Berlin, Germany, Europe",http://www.becharly.com,$1M to $10M,1553523,USD,1553523,M&A,2,1,1,Yes,
Angel Round - yamuntu,https://www.crunchbase.com/funding_round/yamuntu-angel--d6d01af3,yamuntu,https://www.crunchbase.com/organization/yamuntu,Angel,2019-06-13,,,,,NCA,"Kay Holzhauser, NCA","135,690",,,,Seed,yamuntu is the social commerce platform that democratizes the influencer market by a brand ambassador.,"Content Creators, Content Discovery, E-Commerce, Social Media, Social Shopping","Hamburg, Hamburg, Germany, Europe",https://www.yamuntu.com/,$1M to $10M,,,,Seed,2,2,,Yes,
Angel Round - Kindora,https://www.crunchbase.com/funding_round/kindora-angel--10870f62,Kindora,https://www.crunchbase.com/organization/kindora,Angel,2021-09-08,500000,EUR,590947,,Heather Morris,"Christer Holloman, Desmond Green, Georgina Smallwood, Heather Morris","134,286",,,,Seed,Kindora is a company that developed a platform to sell-on premium children’s goods.,"Children, E-Commerce, Retail","Dublin, Dublin, Ireland, Europe",https://kindora.shop/,,500000,EUR,590947,Seed,2,4,,Yes,
Angel Round - 8returns,https://www.crunchbase.com/funding_round/8returns-angel--7670f44d,8returns,https://www.crunchbase.com/organization/8returns,Angel,2021-08-04,800000,EUR,947040,,,"Björn Kolbmüller, David Khalil, Fabiola Hochkirchen, Frank Freund, Jesper Wahrendorf, Johannes Schaback, Lukas Brosseder, Mario Götze, Paul Schwarzenholz, Philipp Kreibohm, Philipp Pausder, Tamaz Georgadze, Verena Pausder","143,488",,,,Seed,8returns is a self-service returns center for eCommerce stores that want to automate returns & improve customer experience.,"Consumer Software, E-Commerce, E-Commerce Platforms, Internet","Berlin, Berlin, Germany, Europe",https://www.8returns.com,Less than $1M,800000,EUR,947040,Seed,2,13,,Yes,
Angel Round - GameSquare,https://www.crunchbase.com/funding_round/gamesquare-angel--425cdc21,GameSquare,https://www.crunchbase.com/organization/gamesquare,Angel,2021-11-03,100000,EUR,116150,,,"David Boronat, Juan José Mostazo, Ramon Ollé, Rat Gasol, Sacha Fuentes","146,189",,,,Seed,GameSquare is a marketplace for sale of products related to gaming and collectibles.,"Collectibles, E-Commerce, Online Games, PC Games","Barcelona, Catalonia, Spain, Europe",https://gamesquareapp.com/,$100M to $500M,100000,EUR,116150,Seed,2,5,,Yes,
Angel Round - Portal,https://www.crunchbase.com/funding_round/portal-73a0-angel--cc10aa40,Portal,https://www.crunchbase.com/organization/portal-73a0,Angel,2020-09-25,350000,USD,350000,,,,"152,262",,,,Seed,Heyportal discovers and hires no-code automation and digital experts on the internet.,Software,"London, England, United Kingdom, Europe",https://heyportal.io,Less than $1M,375000,USD,375000,Seed,2,,,Yes,
Angel Round - Priceloop,https://www.crunchbase.com/funding_round/priceloop-angel--171a426e,Priceloop,https://www.crunchbase.com/organization/priceloop,Angel,2021-12-13,,,,,,"Accel, FlixBus","147,810",,,,Seed,Priceloop is a developer of a product pricing application.,"Artificial Intelligence (AI), Developer Platform, Enterprise Software","Berlin, Berlin, Germany, Europe",https://priceloop.ai/,$1M to $10M,,,,Seed,2,2,,Yes,
Angel Round - ROI,https://www.crunchbase.com/funding_round/roi-12b2-angel--1b03f0dd,ROI,https://www.crunchbase.com/organization/roi-12b2,Angel,2021-06-18,315000,EUR,373700,,,,"151,690",,,,Seed,ROI is a financial technology company that provides saving and investment services to the market.,"Apps, Finance, FinTech","Espoo, Southern Finland, Finland, Europe",https://roi-app.com/,,915000,EUR,1042841,Seed,2,,,Yes,
Angel Round - Zero Gravity,https://www.crunchbase.com/funding_round/zero-gravity-4bdd-angel--81ad478f,Zero Gravity,https://www.crunchbase.com/organization/zero-gravity-4bdd,Angel,2019-07-17,100000,GBP,124337,,,,"157,373",,,,Seed,"Zero Gravity is a digital platform which powers students from low-opportunity areas into uni, work, and life.",EdTech,"London, England, United Kingdom, Europe",https://zerogravity.co.uk,,3895000,GBP,5244657,Seed,3,,,Yes,
Angel Round - Obligate,https://www.crunchbase.com/funding_round/fqx-angel--912a5d9e,Obligate,https://www.crunchbase.com/organization/fqx,Angel,2019-12-01,600000,USD,600000,,,,"159,260",,,,Seed,Obligate allows companies to issue on-chain bonds and commercial paper to receive funding from investors in a regulated DeFi environment.,"Blockchain, Finance, FinTech, Information Technology","Zürich, Zurich, Switzerland, Europe",https://www.obligate.com,$10M to $50M,10700000,USD,10700000,Seed,5,,,Yes,
Angel Round - Shimejito,https://www.crunchbase.com/funding_round/shimejito-angel--4b30c0cf,Shimejito,https://www.crunchbase.com/organization/shimejito,Angel,2019-05-01,20000,USD,20000,,,Anjos do Brasil,"159,532",,,,Seed,Shimejito Urban Farms is an IT services and IT consulting that the local solution for global agriculture.,"Agriculture, AgTech, Farming, Internet of Things, Smart Cities","Fundão, Castelo Branco, Portugal, Europe",https://www.shimejito.com,$1M to $10M,12869381,USD,12869381,Seed,3,1,,Yes,
Angel Round - Recovr,https://www.crunchbase.com/funding_round/recovr-8958-angel--6c0461fd,Recovr,https://www.crunchbase.com/organization/recovr-8958,Angel,2019-07-01,350000,USD,350000,,,,"158,652",,,,Seed,"SaaS, credit management, debt collection, invoicing, AR Management","FinTech, Information Technology, SaaS, Software","Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",https://www.recovr.eu,$100M to $500M,1275000,USD,1275000,Seed,2,,,Yes,
Angel Round - Kulero,https://www.crunchbase.com/funding_round/kulero-angel--44750849,Kulero,https://www.crunchbase.com/organization/kulero,Angel,2021-04-01,200000,EUR,235571,,,Dagmar Wöhrl,"158,562",,,,Seed,Kulero is a manufacturer and seller of spoons intended for the consumption and replacement of plastic spoons.,Manufacturing,"Göttingen, Niedersachsen, Germany, Europe",https://www.kulero.de/,,200000,EUR,235571,Seed,2,1,,Yes,
Angel Round - aisle 3® - Every Store. One Checkout.,https://www.crunchbase.com/funding_round/aisle-3-angel--3abe4cab,aisle 3® - Every Store. One Checkout.,https://www.crunchbase.com/organization/aisle-3,Angel,2020-11-02,200000,GBP,258440,,,,"160,114",,,,Seed,An AI engine that aggregates the entire internet into a single view so you can buy from every retailer at once using Cloud Basket® & wAll3t®,"Artificial Intelligence (AI), E-Commerce, Machine Learning","London, England, United Kingdom, Europe",https://aisle-3.co,,1095000,GBP,1422788,Seed,5,,,Yes,
Angel Round - Plum Kitchen,https://www.crunchbase.com/funding_round/plum-kitchen-angel--0ce77788,Plum Kitchen,https://www.crunchbase.com/organization/plum-kitchen,Angel,2020-01-01,500000,EUR,560948,,,"Kima Ventures, Nicolas Rohr","160,065",,,,Seed,Plum Kitchen is developing a high-end fully catered interior design services platform.,"Furniture, Home Decor","Paris, Ile-de-France, France, Europe",https://www.plum-kitchen.com/,,5500000,EUR,6340700,Seed,2,2,,Yes,
Angel Round - Kamupak,https://www.crunchbase.com/funding_round/kamupak-angel--21f6b0de,Kamupak,https://www.crunchbase.com/organization/kamupak,Angel,2023-07-25,240000,EUR,265202,,,,"160,760",3800000,EUR,4199034,Seed,Kamupak digital reuse platform provides frictionless tools and data to optimize circular economy processes for better environmental impact,"Logistics, Restaurants","Helsinki, Southern Finland, Finland, Europe",http://www.kamupak.fi,Less than $1M,1330000,EUR,1497388,Seed,5,,,Yes,
Angel Round - Zaplify,https://www.crunchbase.com/funding_round/zaplify-angel--aa3baba1,Zaplify,https://www.crunchbase.com/organization/zaplify,Angel,2021-08-15,1200000,USD,1200000,,,,"162,031",,,,Seed,"Zaplify is a sales tool helping you automate tedious prospecting work, so that you can focus on what really matters.","Information Technology, Small and Medium Businesses, Software","Stockholm, Stockholms Lan, Sweden, Europe",https://zaplify.com,$1M to $10M,2600000,USD,2600000,Seed,2,,,Yes,
Angel Round - SmartPurse,https://www.crunchbase.com/funding_round/smartpurse-angel--766c1923,SmartPurse,https://www.crunchbase.com/organization/smartpurse,Angel,2020-09-16,500000,GBP,648025,,,"Jacki Zehner, Jamie Broderick","159,074",,,,Seed,"SmartPurse is a money coaching and learning toolbox, inspiring women everywhere to build financial confidence & independence.","E-Learning, Financial Services, FinTech","London, England, United Kingdom, Europe",https://smartpurse.me/,Less than $1M,500000,GBP,648025,Seed,2,2,,Yes,
Angel Round - Halo,https://www.crunchbase.com/funding_round/reneza-angel--c5519911,Halo,https://www.crunchbase.com/organization/reneza,Angel,2020-03-01,200000,EUR,221016,,,,"163,818",,,,Seed,Halo.rent makes renting and letting homes an effortless process you can handle on one platform.,"Customer Service, Leasing, Real Estate","London, England, United Kingdom, Europe",https://www.halo.rent/,Less than $1M,2146493,USD,2146493,M&A,3,,,Yes,
Angel Round - Cheese the Queen,https://www.crunchbase.com/funding_round/cheese-the-queen-angel--f7ac5d2c,Cheese the Queen,https://www.crunchbase.com/organization/cheese-the-queen,Angel,2020-03-01,,,,,,,"160,726",,,,Seed,Superfood Delicacy Handcrafted from Fermented and Aged Cashews,"Alternative Protein, Organic Food, Plant-Based Foods","Sofia, Grad Sofiya, Bulgaria, Europe",https://cheesethequeen.bg/,Less than $1M,50000,EUR,60963,Seed,2,,,Yes,
Angel Round - Refin.online,https://www.crunchbase.com/funding_round/refin-online-angel--0e0eda32,Refin.online,https://www.crunchbase.com/organization/refin-online,Angel,2021-10-21,360000,USD,360000,,,Ivan Milekhin,"163,999",,,,Seed,Refin.online is an online mortgaging platform.,"Credit, Financial Services, Insurance","Moscow, Moscow City, Russian Federation, Europe",https://refin.online/,Less than $1M,838136,USD,838136,Seed,3,1,,Yes,
Angel Round - Superchat,https://www.crunchbase.com/funding_round/superchat-angel--77b2a3f9,Superchat,https://www.crunchbase.com/organization/superchat,Angel,2020-01-01,500000,EUR,560948,,,"Feliks Eyser, Jan Hendrik Ansink, Stefan Tietze","158,728",,,,Seed,"Superchat helps your business connect with your customers, acquire new customers and retain existing ones.","Internet, SMS, Telecommunications","Berlin, Berlin, Germany, Europe",https://www.superchat.com,$1M to $10M,19560029,USD,19560029,Early Stage Venture,3,3,,Yes,
Angel Round - Bippit,https://www.crunchbase.com/funding_round/bippit-angel--aa89d8bf,Bippit,https://www.crunchbase.com/organization/bippit,Angel,2020-11-08,,,,,,Henry Rouquairol,"160,902",,,,Seed,Expert financial guidance for every employee,"Financial Services, FinTech","London, England, United Kingdom, Europe",https://www.bippit.com/,$1M to $10M,,,,Seed,2,1,,Yes,
Angel Round - Talent Class,https://www.crunchbase.com/funding_round/talent-class-angel--03a07c94,Talent Class,https://www.crunchbase.com/organization/talent-class,Angel,2021-08-31,,,,,,,"163,385",,,,Seed,En Talent ayudamos a los dueños de negocios de hostelería a transformarlos en empresas rentables y escalables.,"Cooking, E-Learning, Hospitality, Skill Assessment","Madrid, Madrid, Spain, Europe",https://talent-class.com/,,1050000,EUR,1155087,,3,,,Yes,
Angel Round - TeiaCare,https://www.crunchbase.com/funding_round/teiacare-angel--de767e25,TeiaCare,https://www.crunchbase.com/organization/teiacare,Angel,2017-12-20,200000,EUR,237553,,,,"163,397",,,,Seed,TeiaCare provides digital health solutions for elderly care management.,"Artificial Intelligence (AI), Health Care, InsurTech, Machine Learning","Milano, Lombardia, Italy, Europe",http://teiacare.com,Less than $1M,3902000,EUR,4182067,Seed,7,,,Yes,
Angel Round - Cuidkers,https://www.crunchbase.com/funding_round/cuidkers-angel--31371ef7,Cuidkers,https://www.crunchbase.com/organization/cuidkers,Angel,2020-08-05,300000,EUR,356177,,,,"164,127",,,,Seed,Cuidkers is a social media influential community.,"Social Media, Social Network","Madrid, Madrid, Spain, Europe",https://cuidkers.com/,Less than $1M,770000,EUR,887958,Seed,2,,,Yes,
Angel Round - BusyXChain,https://www.crunchbase.com/funding_round/busyxchain-angel--b9ecd7b2,BusyXChain,https://www.crunchbase.com/organization/busyxchain,Angel,2022-11-10,,,,,,,"162,705",24000000,USD,24000000,Seed,A highly-secured Layer 1+ network focused on empowering a decentralized ecosystem of Layer 1 projects built on the BusyXChain blockchain.,"Blockchain, Information Technology, Software","Prague, Hlavni mesto Praha, Czech Republic, Europe",https://busyxchain.network/,,,,,Seed,2,,,Yes,
